,0,1,2,3,4,5,6,7,8
0,Variables,Workplace foodservices,Workplace foodservices,,Eating out,,,Homemade meals,"P-value"""
1,,Mean or%,SE,Mean or%,Mean or%,SE,Mean or %,SE,
2,Breakfast,,,,,,,,
3,Percentage?),2.5,0.2,12.2,,0.5,55.0,0.8,<0.01
4,Energy (kcal),522.8,20.1,442.4,,9.7,431.3,3.6,0.01
5,Protein (g),20.4,0.9,15.6,,0.4,16.1,0.2,<0.01
6,Fat (g),11.8,1.0,11.5,,0.4,8.4,0.1,0.01
7,Carbohydrate (g),83.9,3.0,68.8,,1.5,73.9,0.7,0.01
8,INQ3) (scores),4.7,0.2,5.6,,0.1,5.1,0.0,0.11
9,Lunch,,,,,,,,
10,Percentage?),15.0,0.6,47.7,,0.8,29.2,0.7,0.01
11,Energy (kcal),395.4,8.1,426.0,,5.2,442.1,5.9,0.01
12,Protein (g),14.0,0.4,15.7,,0.2,16.4,0.3,<0.01
13,Fat (g),8.6,0.3,9.0,,0.2,8.6,0.2,0.93
14,Carbohydrate (g),66.5,1.4,71.5,,0.9,75.6,1.0,0.01
15,INQ3(scores),4.9,0.1,5.6,,0.0,5.3,0.1,0.02
16,Dinner,,,,,,,,
17,Percentage?),3.7,0.3,41.6,,0.7,49.2,0.7,0.01
18,Energy (kcal),478.3,20.2,426.8,,5.8,436.6,4.4,0.09
19,Protein (g),18.2,0.9,15.6,,0.3,16.3,0.2,0.04
20,Fat (g),10.5,0.7,9.5,,0.2,8.6,0.2,0.03
21,Carbohydrate (g),79.1,3.5,70.7,,1.0,74.7,0.8,0.01
22,INQ3(scores),4.8,0.1,6.1,,0.0,5.2,0.0,0.01
