,0,1,2,3
0,PGP and biocontrol trait,,Bacterial Isolates,
1,,Stenotrophomonas maltophilia PPB3,,Bacillus subtilis PPB9
2,Phosphate solubilization,+++,,++
3,Production of indole 3-acetic acid(ug/ml),18.470.27,,36.240.63
4,Nitrogen fixation,++,,++
5,Siderophore,++,,++
6,Chitinase,++,,+
7,Hydrogen cyanide (HCN),+++,,++
8,1-aminocyclopropane-1-carboxylate(ACC)deaminase,++,,+++
9,Biofilm(OD60o),0.180.01,,0.260.02
10,Antagonism in dual culture against (% inhibition of mycelial growth,,,
11,Rhizoctonia solani,76.040.67,,89.520.69
12,Phytophthora capsici,88.040.36,,77.130.42
13,Sclerotinia sclerotiorum,82.810.58,,70.760.11
