,0,1,2,3,4,5,6,7,8,9,10
0,,,,L*x,,,Chroma,,,Hue,
1,Genotype,n,Mean (SD),,Range,Mean (SD),,Range,Mean (SD),,Range
2,Table Gold Acorn'(TGA),8 (24),76.7 (1.9),,70.980.6,62.4 (5.4),,51.669.9,82.6 (1.8),,78.8-86.4
3,PI 314806,5(15,82.7 (2.1),,80.586.5,9.1 (1.2),,7.5-11.1,102.7 (1.4),,100.2-104.7
4,F(TGA  PI 314806),8 (24),80.5 (1.5),,78.283.1,12.7 (1.9),,10.1-16.7,103.1 (1.3),,100.6-105.6
5,F(TGA  PI 314806,96 (276),81.3 (3.0),,71.887.6,17.4 (8.3),,6.243.2,100.2 (3.2),,91.6-107.1
6,Table King Bush'(TKB),8 (22),80.4 (2.0),,77.284.2,49.4 (4.7),,43.0-57.1,90.9 (1.9),,87.193.4
7,PI 314806,6(16),83.7 (1.8),,79.686.4,9.3 (1.5),,7.311.8,103.4 (1.8),,100.4-105.8
8,F (TKB x PI 314806),8 (22),81.3 (2.8),,75.885.4,12.4 (1.8),,8.415.7,101.7 (2.2),,97.4-104.5
9,F (TKB x PI 314806),91 (260),81.3 (3.4),,70.889.8,19.0 (7.4),,8.040.2,99.1 (3.5),,89.7-106.9
10,ButterbushBB,7 (21),67.4 (3.1),,60.6-71.1,70.7 (2.3),,65.576.2,71.5 (3.3),,65.8-78.0
11,Sucrine DuBerry'(SDub,8 (23),65.1 (2.1),,62.571.2,57.5 (3.2),,51.765.2,71.1 (4.2),,67.581.2
12,F1 (BB x SDub),86 (249),68.9 (1.9),,66.774.2,64.3 (4.2),,51.672.2,73.5 (3.6),,70.9-85.4
13,Fz (BB x SDub),86 (249),68.3 (2.5),,61.5-77.5,64.8 (4.7),,50.5-70.8,73.8 (3.4),,67.3-90.4
