,0,1,2
0,As concentration,Number of Excess,1 Excess
1,,Cancer Deaths,Cancer Death
2,,"000,000 People",Number of People
3,50 ug/L (drinking water standard common in lower income countries),"12,000 Excess",1Excess
4,,Cancer Deaths,Cancer Death
5,,"1.000,000 People",81 People
6,10 ug/L(WHO provisional drinking water guideline;drinking water standard common in higher income countries,"2,500 Excess",1 Excess
7,,Cancer Deaths,Cancer Death
8,,000.000 People,400 People
9,7.5 g/L (detection limit by spectrophotometry using suspended nanoparticles [286]),"1,900 Excess",1 Excess
10,,Cancer Deaths,Cancer Death
11,,"1,000,000 People",540 People
12,7 ug/L (detection limit by spectrophotometry using arsenomolybdate [267],"1,700 Excess",1 Excess
13,,Cancer Deaths,Cancer Death
14,,"1,000,000 People",580 People
15,4 ug/L(detection limit by spectrophotometry using an arsenoantimonomolybdenum blue-malachite green complex [283]),990 Excess,1Excess
16,,Cancer Deaths,Cancer Death
17,,1.000.000 People,1.000 People
18,4 g/L (detection limit by spectrophotometry using suspended microparticles [284]),990 Excess,1Excess
19,,Cancer Deaths,Cancer Death
20,,"1,000,000 People","1,000 People"
21,0.5 ug/L(detection limit by spectrophotometry using suspended nanoparticles [285]),120 Excess,1Excess
22,,Cancer Deaths,Cancer Death
23,,"1,000.000 People","8,100 People"
24,0.3ug/L(detection limit by spectrophotometry using a molybdoarsenate-malachite green complex [282],74 Excess,1Excess
25,,Cancer Deaths,Cancer Death
26,,"1,000.000 People",13.000 People
27,0.004 g/L (Public Health Goal Set by the California Environmental Protection Agency [8]),1.0 Excess,1 Excess
28,,Cancer Death,Cancer Death
29,,"1,000.000 People","1,000,000 People"
