,0,1,2,3,4
0,,CD (n = 43),MD-HMF,MD-PA,
1,,CD (n = 43),n =43),n =42),p*
2,Females (n; %),16 (37.2),14 (32.6),17 (40.5),0.875
3,menopause(n;%,10 (23.3),6 (14.0),7 (16.7),0.672
4,Age (years) (mean  SD),54.1  8.9,52.3  7.1,52.2  5.8,0.648
5,Currently,5 (11.6),7 (16.3),4 (9.5),0.361
6,smoking (n; %),5 (11.6),7 (16.3),4 (9.5),0.361
7,Hypertension (n;%),14 (32.6),14 (32.6),8 (19.0),0.120
8,T2DM (n;%),8 (18.6),10 (23.3),13 (31.0),0.268
9,Hyperlipidemia(n;%,17 (39.5),18 (41.9),13 (31.0),0.683
10,activitv(n%),20 (46.5),20 (46.5),17 (40.5),0.988
