,0,1
0,,doeo-1
1,Ca Wgu 811eL slx ssLe31 BbJ j1 YL Cuas,
2,LlSLS9L9SjilobalaayLZSgu,
3,L k3 a Cal Sjsglis Cyyeu Wy y SA JLm,
4,bol.colcasliiaolalslsoao,
5,SlxW gbUo j1 Shw J31jgLS j1 sWm oj9yl aS,
6,,"CYy3u j1 sX .CwI u""jI L oBwSCma 3 O1LeL"
7,slogalajlAgWl[E]calglgoieo,[]ullogselcygxojajl
8,[]slllysacmlji,slya(Vitis vinifera L.
9,,aalolgojllaoy[r]ws
10,LeyhmwJhaislwl yojgaswoygJgb,
11,,xLu d Cumi s1ie nolca J1 jW.Cal Jg1woJg1
12,WdsSigxwliiaJge,
13,SabjloiiydmlJgyOcas,
14,aagslolsguj1.[]culghm,
15,ilcagiogsasasosgjsiogs,
16,Cwslielygciidgxjagag,glaisgasascwloslsolaaLlca
17,WccwcilislsmiKoLglgo.[9]ls,abslijWilglalxjllcygeWg
18,WccwcilislsmiKoLglgo.[9]ls,cubgalijl.cwlowsnaogowswgclimol
19,Clsaljlsygaiclgggcly,wWyleaJgegoysbwggs
20,,lsylcuasladgloioas.lsKamogcuesg
