,0,1,2,3
0,,,Wheat,
1,,Wholegraina,,Refinedb
2,Energy (kcal),332,,364
3,Protein (g),9.6,,10.3
4,Carbohydrate (g),74.5,,76.3
5,Fat (g),2.0,,1.0
6,Fiber (g),13,,2.7
7,Minerals,,,
8,"Calcium, Ca (mg)",33,,15
9,IronFemg),3.7,,1.2
10,"Magnesium,Mg(mg)",117,,22
11,"Potassium,K(mg)",394,,107
12,"Sodium, Na (mg)",3,,2
13,"Zinc, Zn (mg)",3.0,,0.7
14,"Selenium, Se (mg)",12.7,,33.9
15,Group B vitamins,,,
16,Thiamin (mg),0.3,,0.1
17,Riboflavin (mg),0.2,,0.04
18,Niacin (mg),5.3,,1.3
19,"Folate,totalg)",28,,26
