,0,1,2,3,4,5
0,Order,Suborder,Family,n,Suborder (%),Order (%)
1,Araneae,Labidognatha,Lycosidae,3,6.25,43.75
2,,Labidognatha,Not determined,18,37.50,
3,Dermaptera,Forficulina,Anisolabididae,1,2.08,6.25
4,,Forficulina,Not determined,2,4.17,
5,Hemiptera,Heteroptera,Not determined,6,12.50,12.50
6,,Fulgoromorpha,Issidae,5,10.42,22.92
7,,"""Homoptera""",Not determined,6,12.50,
8,Coleoptera,Adephaga,Carabidae (larvae),1,2.08,
9,,Polyphaga,Elateridae (adult),1,2.08,6.25
10,,Polyphaga,Tenebrionidae (adult),1,2.08,
11,Hymenoptera,Apocrita,Formicidae,4,8.33,8.33
