,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Total Sample,Total Sample,,Quintile 1,,Quintile 2,,Quintile 3,,Quintile 4,,Quintile 5,p-Trend 2
1,Phosphorus Intake,Sample,Events,Events,"OR,99% CI",Events,"OR,99% CI",Events,"OR,99% CI",Events,"OR,99% CI",Events,"OR,99% CI",
2,,(n),n),(n),"OR,99% CI",(n),"OR,99% CI",(n),"OR,99% CI",n),"OR,99% CI",(n),"OR,99% CI",
3,Covariate Set 13,,,,,,,,,,,,,
4,Total,"10,481",1425,203,1.00 (ref),215,"0.78(0.55,1.11)",241,"0.93 (0.62,1.41)",318,"0.87(0.58,1.30)",448,"0.87 (0.59,1.26)",0.6451
5,Added,"10,481",1425,503,1.00 (ref),413,"0.870.67,1.13)",222,"0.850.60,1.21",139,"0.89 (0.58,1.36)",148,"0.90 (0.56, 1.44)",0.4612
6,Natural,"10,481",1425,197,1.00 (ref),198,"1.02 (0.69,1.50)",215,"0.97 (0.65, 1.45)",335,"0.98 (0.65, 1.50)",480,"1.02 (0.67,1.54)",0.9353
7,Covariate Set 24,,,,,,,,,,,,,
8,Total,4014,536,69,1.00 (ref),83,"1.09 (0.57,2.07)",98,"1.61(0.85,3.03",126,"1.14 (0.66, 1.99)",160,"1.36 (0.76, 2.44)",0.2711
9,Added,4014,536,195,1.00 (ref),153,"0.74 (0.52, 1.06)",90,"0.86 (0.51, 1.47)",137,"0.68 (0.33, 1.38)",46,"0.88 (0.38, 2.04)",0.4412
10,Natural,4014,536,67,1.00 (ref),67,"1.04 (0.53, 2.02)",93,"1.57 (0.90,2.75)",137,"1.39 (0.76,2.55)",172,"1.54 (0.91, 2.62)",0.0386
11,Covariate Set 3,,,,,,,,,,,,,
12,Total,4014,536,69,1.00 (ref),83,"1.13 (0.58, 2.19)",98,"1.59 (0.85,2.98)",126,"1.17 (0.67, 2.04)",160,"1.40 (0.77, 2.56)",0.2348
13,Added,4014,536,195,1.00 (ref),153,"0.74 (0.52, 1.06)",90,"0.85 (0.49,1.48)",52,"0.68 (0.32, 1.43)",46,"0.86 (0.36, 2.07)",0.4550
14,Natural,4014,536,67,1.00 (ref),67,"1.09 (0.56, 2.10)",93,"1.59 (0.90, 2.82)",137,"1.43 (0.78, 2.60)",172,"1.62 (0.91, 2.86)",0.0394
