,0,1,2
0,Macronutrientes,,
1,,"Pulque natural86,87",Pulque enlatado88
2,Nutriente,,
3,Carbohidratos totales (%),,"9,50"
4,Azucares reductores(%),1-8,
5,Proteina (%),"0,310","0,269"
6,Minerales (mg/100 mL),,
7,,Pulque natural89,Pulque enlatado88
8,Mineral,,
9,Calcio,"10,50","57,78"
10,Hierro,"0,700",
11,Fosforo,8,
12,Vitaminas hidrosolubles (mg/100 mL),,
13,,Pulque natural9,Pulque enlatado88
14,Vitamina,,
15,"Tiamina (B,)","0,020","0,020"
16,"Riboflavina (B,)","0,030","0,030"
17,"Niacina (B,)","0,330","0,350"
18,Acido ascorbico (C),"5,56","5,10"
19,Aminoacidos (mg/100 mL),,
20,,Pulque natural90,Pulque enlatado88
21,Aminoacido,,
22,Histidina,"5,84",
23,Isoleucina,"11,74",
24,Leucina,"24,75",
25,Lisina,"5,11","12,00"
26,Metionina,"3,25",
27,Cisteina,"4,62",
28,Fenilalanina+tirosina,"26,77",
29,Treonina,"12,24",
30,Triptofano,"6,83","6,00"
31,Valina,"14,88",
