,0,1,2,3,4,5
0,Taxa,Code,Taxa,Code,Taxa,Code
1,Planariidae,Al,Libellulidae,C5,Noctuidae,F2
2,Goordiidae,A2,Platystictidae,C6,Pyralidae,F3
3,Hirudinidae,A3,Aphididae,D1,Chrysomelidae,G1
4,Haplotaxidae,A4,Belostomatidae,D2,Curculionidae,G2
5,Lumbriculidae,A5,Cicadelidae,D3,Dryopidae,G3
6,Corbiculidae,A6,Corixidae,D4,Dytiscidae,G4
7,Pisidiidae,A7,Gelastocoridae,D5,Elmidae,G5
8,Planorbidae,A8,Gerridae,D6,Georyssidae,G6
9,Pleuroceridae,A9,Hebridae,D7,Gyrinidae,G7
10,Thiaridae,A10,Hydrometridae,D8,Haliplidae,G8
11,Ancylidae,All,Macroveliidae,D9,Hydraenidae,G9
12,Physidae,A12,Naucoridae,D1o,Hydrophilidae,G10
13,Asellidae,A13,Nepidae,DI1,Lampyridae,G11
14,Atyidae,A14,Notonectidae,D12,Lutrochidae,G12
15,Ostracoda,A15,Ochteridae,D13,Psephenidae,G13
16,Collembola,A16,Saldidae,D14,Scirtidae,G14
17,Trombidiformes,A17,Veliidae,D15,Staphylinidae,G15
18,Anthicidae,A18,Brachycentridae,EI,Ceratopogonidae,H1
19,Blaberidae,A19,Calamoceratidae,E2,Chironomidae,H2
20,Tridactylidae,A20,Ecnomidae,E3,Culicidae,H3
21,Perlidae,A21,Glossosomatidae,E4,Dixidae,H4
22,Corydalidae,A22,Helicopsychidae,E5,Dolichopodidae,H5
23,Acanthametropodidae,B1,Hydrobiosidae,E6,Empididae,H6
24,Baetidae,B2,Hydropsychidae,E7,Ephydridae,H7
25,Heptageniidae,B3,Hydroptilidae,E8,Muscidae,H8
26,Leptohyphidae,B4,Leptoceridae,E9,Phoridae,H9
27,Leptophlebiidae,B5,Odontoceridae,E10,Psychodidae,H1O
28,Calopterygidae,C1,Philopotamidae,Ell,Simuliidae,Hll
29,Coenagrionidae,C2,Polycentropodidae,E12,Stratiomyidae,H12
30,Corduliidae,C3,Xiphocentronidae,E13,Tabanidae,H13
31,Gomphidae,C4,Crambidae,F1,Tipulidae,H14
