,0,1,2,3,4,5,6,7
0,,DGA+BAGEI,DGA+BAGEI,DGA+POTATO,DGA+POTATO,,,
1,Parameter,Day 0,Day 14,Day 0,Day 14,PTime,PTreatment,PInteraction
2,BMI (kg/m2),35.6  1.2,35.11.1,35.71.2,35.2  1.1,0.24,0.53,0.36
3,Waist Circumference (cm),108.52.2,107.82.4,108.82.2,107.52.4,0.20,0.83,0.86
4,SBP (mmHg),123.11.9,113.61.9,119.1  2.2,114.6  1.8,0.0001,0.18,0.06
5,DBP (mmHg),81.5  1.3,75.9  1.7,81.9  1.5,77.7  1.4,0.001,0.20,0.40
6,Glucose (mg/dL),104.42.6,101.9  2.4,109.52.8,102.32.6,0.04,0.14,0.16
7,Insulin (uIU/mL),21.1 5.5,14.2  2.0,17.0  2.0,14.9  2.4,0.03,0.39,0.23
8,HOMA-IR,5.51.5,3.6 0.5,4.7  0.6,3.8  0.6,0.02,0.48,0.38
9,Cholecystokinin (pmol/L),15.9  6.0,14.3  3.1,17.5 5.1,14.2  3.4,0.40,0.90,0.75
10,(mol/L),1.870.1,1.78  0.1,1.86 0.1,1.93 0.1,0.81,0.13,0.11
11,Endotoxin (EU/mL),26.62.0,21.2  2.9,22.3  2.1,23.3  2.7,0.35,0.55,0.14
12,NOx(umol/L),28.6  5.3,29.8 3.7,23.9 1.8,30.12.3,0.17,0.62,0.36
13,Arginine(umol/L),62.0  2.6,66.2  2.8,66.4  3.3,65.7  2.8,0.51,0.39,0.18
14,ADMA (nmol/L),577.2  22.0,570.5  17.9,592.622.7,567.7  23.1,0.29,0.58,0.37
15,(nmol/umol),9.60  0.45,8.97  0.43,9.33  0.49,8.95  0.47,0.12,0.66,0.64
16,SDMA (nmol/L),529.6  16.8,581.7  28.8,567.421.3,586.9  26.4,0.04,0.21,0.33
17,(nmol/umol),8.91  0.45,9.22  0.71,9.02  0.52,9.36  0.63,0.49,0.76,0.97
18,Homoarginine (umol/L),1.880.1,2.080.2,2.040.2,2.11  0.2,0.07,0.10,0.24
19,(nmol/mol),30.7  2.0,31.72.1,32.2  2.3,32.62.4,0.34,0.51,0.78
