,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,NDNS age groups (years),NDNS age groups (years),NDNS age groups (years),,,,,,,,,,
1,,1.5-3,,4-10,,,11-18,,,19-64,,,65+,
2,,sex-,Boys,,Girls,Boys,,Girls,Men,,,Men,,
3,,,Boys,Boys,Girls,Boys,,Girls,Men,Women,Women,Men,Women,Women
4,,combined,,,,Boys,,,,,,,,
5,intake (g/day),10.3,14.5,14.5,13.5,16.5,,14.1,20.7,,17.4,19.0,,16.4
6,% meeting the,,,,,,,,,,,,,
7,AOAC fibre,10,11,,9,6,,2,13,,4,9,,4
8,recommendationa,,,,,,,,,,,,,
9,(unweighted),250,276,,238,270,,272,450,,632,141,,194
