,0,1,2,3,4,5,6,7
0,,,'Sanfilippara',,'Tanaka',,'Nespolone di Trabia','Nespolone di Trabia'
1,,,(CM),(FR),(CM),(FR),(CM),(FR)
2,Peelability scorea,Peelability scorea,7.0a,5.2b,8.4a,5.1b,7.4a,5.4b
3,Ethylene production at 20C(uLCH4,,9.5a,2.3b,8.7a,1.9b,6.3a,1.7b
4,kg-1h-1),kg-1h-1),,,,,,
5,Crunchiness score(1-9),Crunchiness score(1-9),9a,5.3b,9a,6.1b,9a,6.6b
6,Lutein content g g' (FW),Lutein content g g' (FW),10.2a,5.1b,9.11a,4.2b,8.44a,3.6b
7,-Carotene content mg g-1 (FW),,3.0a,5.2b,2.4a,4.6b,1.5a,4.3b
8,Flesh color change after peeling (20 min at 25C),,Flesh color change after peeling (20 min at 25C),,,,,
9,,L*,58.4a,53.3b,59.4a,53.6b,58.6a,53.2b
10,a*,a*,14.2a,11.2b,15.0a,11.1b,14.7a,11.5b
11,,b*,44.6b,59.2a,50.2b,58.5a,49.6b,56.6a
12,Flesh color change after peelingb,,1.5b,5.1a,1.6b,4.6a,1.4b,3.8a
