,0,1,2,3,4,5,6,7,8
0,,6 month-follow-up,,,,12 month-follow-up,,,
1,,Crude3,p value,Multivariable,p value,Crude3,p value,Multivariable4,p value
2,Self-efficacy for diet modification,Self-efficacy for diet modification,,,,,,,
3,Little or some,7381.00(ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
4,High,22471.29 (1.09-1.53)0.003,22471.29 (1.09-1.53)0.003,1.51 (1.25-1.83),<0.0011.411.19-1.66<0.0011.661.37-2.01<0.00,<0.0011.411.19-1.66<0.0011.661.37-2.01<0.00,<0.0011.411.19-1.66<0.0011.661.37-2.01<0.00,<0.0011.411.19-1.66<0.0011.661.37-2.01<0.00,<0.0011.411.19-1.66<0.0011.661.37-2.01<0.00
5,Total energy and nutrient intake,Total energy and nutrient intake,,,,,,,
6,"Total energy intake, kcal/day",,,,,,,,
7,Q1 (men<2121;,7471.00 (ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
8,women<1889),,,,,,,,
9,Q2 (men 2121-,746 1.20 (0.98-1.47),,1.00 (0.78-1.27),,1.15 (0.94-1.40),,0.99 (0.781.27),
10,2477; women:,,,,,,,,
11,1889-2214),,,,,,,,
12,Q3 (men 2478,7461.411.15-1.73,,1.02 (0.791.32),,1.43 (1.171.75),,1.10 (0.841.42),
13,2885; women:,,,,,,,,
14,2215-2564),,,,,,,,
15,Q4 (men>2885;,7461.36(1.11-1.67)0.002,7461.36(1.11-1.67)0.002,0.84 (0.62-1.13) 0.234,0.84 (0.62-1.13) 0.234,1.35 (1.11-1.66)0.001,1.35 (1.11-1.66)0.001,0.88 (0.661.19) 0.464,0.88 (0.661.19) 0.464
16,women:>2564),,,,,,,,
17,"Predefined limits of energy intake (Willet),kcal/day","Predefined limits of energy intake (Willet),kcal/day",,,,,,,
18,Within limits (men,29131.00(ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
19,800-4000;women,,,,,,,,
20,500-3500),,,,,,,,
21,Beyond limits,720.96 (0.60-1.54) 0.877,720.96 (0.60-1.54) 0.877,0.67 (0.39-1.17)0.157,0.67 (0.39-1.17)0.157,1.21(0.75-1.940.431,1.21(0.75-1.940.431,1.01 (0.58-1.75) 0.985,1.01 (0.58-1.75) 0.985
22,(men<800,,,,,,,,
23,or>4000;,,,,,,,,
24,women<500,,,,,,,,
25,or>3500,,,,,,,,
26,"Fruit + vegetable consumption, g/day","Fruit + vegetable consumption, g/day",,,,,,,
27,"Q1(men,<473;",7471.00(ref,,1.00 (ref),,1.00 (ref),,1.00 (ref),
28,women<544,,,,,,,,
29,Q2 (men 473624;,7461.13 (0.93-1.39),,1.31 (1.031.68),,0.92 (0.75-1.13),,0.96 (0.75-1.23),
30,women 544-698),,,,,,,,
31,Q3 (men 625-795:,746 0.84 (0.69-1.03),,0.96 (0.73-1.25),,0.86 (0.70-1.06),,0.91 (0.70-1.20),
32,women 699-886),,,,,,,,
33,Q4 (men>795;,7460.80(0.66-0.99) 0.004,7460.80(0.66-0.99) 0.004,0.97 (0.72-1.30)0.417,0.97 (0.72-1.30)0.417,0.73(0.60-0.900.002,0.73(0.60-0.900.002,0.82 (0.61-1.10) 0.171,0.82 (0.61-1.10) 0.171
34,women>886),,,,,,,,
35,"Meat consumption, g/day",,,,,,,,
36,Q1(men<114;,7471.00(ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
37,women<105,,,,,,,,
38,Q2 (men 114-147;,7461.30(1.06-1.59),,1.30 (1.031.63),,1.15 (0.94-1.41),,1.10(0.87-1.38),
39,women 105-137,,,,,,,,
40,Q3 (men 148-188;,7471.19(0.97-1.46),,1.07 (0.85-1.35),,1.22 (1.00-1.49),,1.07(0.85-1.36),
41,women 138-174,,,,,,,,
42,Q4 (men>188;,7451.34(1.09-1.640.015,7451.34(1.09-1.640.015,1.14(0.89-1.46)0.610,1.14(0.89-1.46)0.610,1.22(1.00-1.50)0.053,1.22(1.00-1.50)0.053,0.97(0.76-1.25)0.745,0.97(0.76-1.25)0.745
43,women>174),,,,,,,,
44," Baseline dietary fat intake, % E, mean (SD)"," Baseline dietary fat intake, % E, mean (SD)",,,,,,,
45,Q1 (<35),747 1.00 (ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
46,Q2 (3539),746 1.13 (0.93-1.39),,1.21 (0.96-1.53),,1.05 (0.86-1.29),,1.10 (0.871.38),
47,Q3(40-43),7461.08 (0.88-1.32),,1.14 (0.90-1.44),,0.95 (0.77-1.16),,0.98 (0.78-1.24),
48,Q4 (>43),746 1.08 (0.88-1.32)0.573,746 1.08 (0.88-1.32)0.573,1.28 (1.00-1.64) 0.082,1.28 (1.00-1.64) 0.082,0.93(0.76-1.130.311,0.93(0.76-1.130.311,1.09 (0.85-1.40)0.665,1.09 (0.85-1.40)0.665
49,"Fiber intake, g/day",,,,,,,,
50,Q1 (men<20;,7471.00(ref),,1.00 (ref),,1.00 (ref),,1.00 (ref),
51,women<21,,,,,,,,
