,0,1,2,3,4,5,6,7,8
0,,,,Women (n=57),,,,Menn=18,
1,Micronutrients,NNR (AR),mean,SD,% subjects reaching AR,NNR (AR),mean,SD,% subjects reaching AR
2,Retinol Equivalent (RE),500,874.0,371.1,80.7,600,856.4,324.9,72.2
3,Vitamin D (g),7.5,6.5,3.2,29.8,7.5,6.2,3.5,27.8
4,Tocoferol (mg),5,13.0,3.9,98.3,6,15.2,4.2,100
5,Thiamin BI (mg),0.9,1.4,0.5,86.0,1.2,1.6,0.5,100
6,Riboflavin (mg),1.1,1.4,0.4,80.7,1.4,1.8,0.5,83.3
7,Niacin Equivalent (NE),12,35.3,9.4,100,15,45.3,8.9,100
8,Vitamin B6 (mg),1.1,1.9,0.6,73.7,1.3,2.0,0.5,100
9,Vitamin BI2(g),1.4,4.5,2.4,98.3,1.4,6.8,2.6,100
10,Folate (g),200,253.7,62.4,77.2,200,299.6,81.1,88.9
11,Vitamin C (mg),50,83.8,54.4,70.2,60,64.9,25.9,55.6
12,Calcium (mg),500,828.9,280.6,87.7,500,1124.1,377.2,94.4
13,Phosphor (mg),450,1353,301,100,450,1778,360,100
14,Iron (mg),"6,10",9.1,2.6,70.2,7,11.2,3.0,100
15,Sodium (g),<2.4b,3.1,1.0,24.6b,<2.4b,4.3,0.8,Ob
16,Zinc (mg),5,10.4,3.0,96.5,6,14.9,3.1,100
17,Selenium (g),30,45.4,19.8,79.0,35,57.7,18.1,88.9
