,0,1,2,3
0,Energy/Nutrient,n=58),n=47,n=105
1,Energy (kJ) Median  SD,5361.902610.40,4288.892574.08,4805.002640.69
2,Energy (kcal) Median  SD,1277.05621.74,1044.00613.93,1145.35629.19
3,Protein (g) Median  SD,49.6328.82,43.78  42.69,47.6035.64
4,Fat(g) Median (25th-75th),40.99 (30.29-60.50),31.00 (19.00-40.81),36.00(24.00-53.57)**
5,Carbohydrate (g) Median  SD,188.5384.06,159.0078.33,170.00 82.87
6,Monosacharride (g) Median  SD,50.4331.30,42.0035.46,47.0033.25 *
7,Fibre(g)Median SD,16.126.41,11.60 7.33,14.026.99
8,Saturated fatty acids(g)MedianSD,11.29  6.63,10.00  6.57,11.00 6.60
9,Oleic acid (g) Median  SD,10.3812.57,5.7212.41*,8.00  12.65 *
10,-linolenic acid(ALA)(g)Median SD,0.22  0.31,0.000.26 *,0.08  0.30 *
11,Linoleic acid (g) Median  SD,6.017.90,2.36  4.57 *,4.00  7.05 *
12,Cholesterol(mgMedian SD,119.47347.18,94.20216.79,104.00299.82*
13,Iron (mg) Median (25th-75th),5.78 (4.00-8.07),4.00 (2.14-7.00),5.25 (3.25-7.81) **
14,Calcium(mg)Median  SD,473.33309.88,349.00 241.55*,465.56284.21
15,Magnesium(mgMedian SD,175.1380.15,142.0081.55,161.1382.71
16,Potassium(mgMedian  SD,1907.57863.26,1648.00903.16,1813.55893.32
17,Sodium(mgMedian  SD,1551.20893.57,1321.00949.85,1409.00 920.39
18,Selenium (g) Median (25th-75th),6.00 (1.08-12.79),5.00 (1.10-10.69),5.59 (1.10-12.00)
19,Zinc (mg) Median (25th-75th),5.00 (4.00-6.20),4.00 (2.00-6.87),5.00 (3.00-6.47)
20,Copper(mg)MedianSD,1.000.482,0.545.84,0.87  3.89 **
21,Vitamin A(Retinol)(g) Median (25th-75th),68.82 (35.60-239.83),68.00 (29.50-163.50),68.00 (32.10-163.50)
22,"Vitamin B,(mg) Median (25th-75th)",1.00 (0.70-1.00),1.00 (0.00-1.00),1.00 (0.58-1.00)
23,"Vitamin B, (mg) Median (25th-75th)",1.00 (0.83-1.64),1.00 (0.59-1.00),1.00 (0.79-1.38)
24,"Vitamin B, (mg) Median (25th-75th)",8.67 (6.11-13.47),5.00 (2.50-11.57),7.00 (4.00-13.00) **
25,Vitamin B(mg) Median (25th-75th),4.00 (3.00-5.39),3.00 (2.00-5.00),3.44(2.64-5.00)**
26,Vitamin B. (mg) Median (25th-75th),1.00 (1.00-1.57),1.00 (0.94-1.89),1.00 (1.00-1.70)
27,Vitamin B.(g) Median (25th-75th),244.35 (162.00-352.84) 160.00 (104.00-43.30)203.00 (131.00-318.00)**,244.35 (162.00-352.84) 160.00 (104.00-43.30)203.00 (131.00-318.00)**,244.35 (162.00-352.84) 160.00 (104.00-43.30)203.00 (131.00-318.00)**
28,"Vitamin B,, (g) Median (25th-75th)",2.00 (1.14-4.00),2.00 (1.00-3.70),2.00 (1.00-4.00)
29,Vitamin C (mg) Median (25th-75th),63.63 (42.54-89.56),48.00 (28.00-74.50),56.92 (37.0-84.69) **
30,Vitamin D (g) Median (25th-75th),1.039 (0.43-2.52),1.00 (0.09-2.00),1.00 (0.33-2.00)
31,Vitamin E(mg) Median (25th-75th),9.50 (5.07-17.78),4.00 (2.00-8.52),7.00 (4.00-14.50) **
32,Vitamin K (g) Median (25th-75th),51.65 (23.17-90.12),24.00(8.50-57.24),35.18 (14.55-79.60)**
