,0,1,2,3
0,,Total (n=72),PE(n=34),No PE(n=38)
1,Age (years),,,
2,Median (range),"67(35,89)","62 (35,85)","74.5 (35,89)"
3,"Sex(N,%)",,,
4,Female,35 (48.61%),14(41.18%),21 (55.26%)
5,Male,37 (51.39%),20 (58.82%),17 (44.74%)
6,"Primary cancer site (n, %)",,,
7,Gastrointestinal,23 (31.94%),13 (38.82%),10 (26.32%)
8,Gynaecological,9(12.50%),5(14.71%),4 (10.53%)
9,Breast,7 (9.72%),4 (11.76%),3 (7.89%)
10,ENT,8(11.11%),4(11.76%),4 (10.53%)
11,Lung,6 (8.33%),3 (8.82%),3 (7.89%)
12,haemato-oncologica,4 (5.56%),1 (2.94%),3 (7.89%)
13,Prostate,4 (5.56%),2 (5.88%),2 (5.26%)
14,Renal cell,3 (4.17%),0,3(7.89%)
15,Urothelial,3 (4.17%),1 (2.94%),2(5.26%)
16,CUP,2(2.78%),1(2.94%),1(2.63%)
17,Other,3 (4.17),0,3 (7.89%)
18,Peritoneal/gastrointestinal metastases,15 (20.83%),12 (35.29%),3(7.89%)
19,Survival at 4 weeks follow-up,38 (52.78%),17(50.00%),21 (55.26%)
