,0,1,2,3,4,5
0,,Almost,1-2 times/week,3-4 times/week,Almost daily,
1,,never/1-2,,,,
2,,times/mo,,,,
3,Men,,,,,
4,Person-years,"86,587","55,599","57,796","1,53,481",
5,All-cause mortality,,,,,
6,No.of death,1131,635,632,1956,
7,Model 1,1.00 (ref.),0.94 (0.851.04),0.88 (0.800.97),0.90 (0.840.97),0.004
8,Model 28,1.00 (ref.),0.96 (0.871.06),0.92 (0.83-1.01),0.95 (0.88-1.02),0.184
9,Model 3c,1.00 (ref.),0.97 (0.881.06),0.93 (0.84-1.02),0.96 (0.89-1.04),0.339
10,Cancer mortality,,,,,
11,No.of death,451,255,274,733,
12,Model 17,1.00 (ref.),0.95 (0.81-1.11),0.95 (0.82-1.11),0.85 (0.75-0.95),0.005
13,Model 28,1.00 (ref.),0.97 (0.83-1.13),1.00 (0.86-1.16),0.91 (0.801.02),0.107
14,Model 3,1.00 (ref.),0.98 (0.84-1.14),1.01 (0.87-1.18,0.93 (0.82-1.04),0.214
15,CVD mortality,,,,,
16,No.of death,271,139,150,488,
17,Model 17,1.00(ref.,0.86 (0.711.06),0.87 (0.72-1.07),0.93 (0.80-1.08),0.504
18,Model 28,1.00 (ref.),0.89 (0.721.09),0.92 (0.75-1.12),1.00 (0.86-1.16),0.794
19,Model 3e,1.00 (ref.),0.89 (0.721.09),0.92 (0.76-1.13),1.00 (0.861.17),0.787
20,Women,,,,,
21,Person-years,"77,460","51,494","63,856","2,03,743",
22,All-cause mortality,,,,,
23,No.of death,527,295,355,1345,
24,Model 17,1.00 (ref.),0.99 (0.86-1.14),0.92 (0.80-1.05),0.97 (0.88-1.08),0.572
25,Model 28,1.00 (ref.),1.00 (0.87-1.16),0.96 (0.84-1.10),1.01 (0.92-1.12),0.785
26,Model 3,1.00 (ref.),1.00(0.87-1.16,0.97 (0.84-1.11),1.02(0.92-1.14),0.633
27,Cancer mortality,,,,,
28,No.of death,183,96,110,450,
29,Model 17,1.00 (ref.),0.90 (0.70-1.15),0.80 (0.63-1.02),0.94 (0.791.11),0.574
30,Model 28,1.00 (ref.),0.91 (0.71-1.17),0.83 (0.65-1.05),0.96 (0.81-1.15),0.822
31,Model 38,1.00 (ref.),0.92 (0.72-1.18),0.84 (0.661.06),0.98 (0.821.17),0.950
32,CVD mortality,,,,,
33,No.of death,132,78,93,342,
34,Model 1,1.00 (ref.),1.09 (0.821.44),0.99 (0.761.29),0.99 (0.811.21),0.732
35,Model 28,1.00 (ref.),1.10 (0.83-1.46),1.06(0.81-1.38),1.04 (0.841.27),0.888
36,Model 3,1.00 (ref.),1.11 (0.84-1.47),1.08 (0.82-1.41),1.05 (0.85-1.30),0.771
