,0,1,2,3,4
0,Reference,Sweeteners/Doses/Duration,Methods,Bacteria,Saccharine and/or Sucralose
1,,,,Total bacteria (feces,
2,,,,from healthy,
3,,,,individuals) and,
4,Gerasimidis,"Aspartame-based sweetener,",,(Bacteroides/,community structure
5,"Cet al.,","sucralose,stevia",Gas chromatography,"Prevotella,",bacterial populations
6,2020 [41],"50% ADI (male,w: 75 kg)",,"Bifidobacterium,",Escherichia/Shigella
7,,,,"B. coccoides,",
8,,,,C. leptum,
9,,,,and E.coli),
10,,"Saccharin, sucralose, and",,,"Saccharin, sucralose:"
11,,aspartameGrowth curve:,,, biofilm formation
12,,0.1 to 1000 M/4 d,Models of microbiota,E.coli NCTC10418,ability of bacteria to adhere
13,Shil A and,Biofilm formation assay:,and the intestinal,and E.faecalis,"to, invade, and kill gut"
14,2021 [42],"Haemolysis assay,adhesion",epithelium,ATCC19433,epithelial cells (exception
15,2021 [42],"assay, and invasion assay:",(Caco-2 cells),S.aureus,saccharin on E. coli
16,,100 M/24 h,,,Negative effect on intestinal
17,,Cytotoxicity assay: 100 M/48 h,,,permeability
18,,"Sodium cyclamate, sucralose,",,,microorganisms; SCFAs
19,Vamanu E et al.,"sodium saccharin,steviol,",Static GIS1 simulator,Total microbial,microorganisms; SCFAs
20,2019 [43],substance(more than,human colon),healthy individuals),fermentative processes; 
21,,90% purity),,,synthesized; SCFAs
