,0,1,2,3,4,5,6,7,8,9
0,,,Month 1(T1),,,Month 3 (T3),,,Month 6 (T6),
1,Mean %,Group,Group C,p,Group,Group C,p,Group,Group C,p
2,Variations  SD,Group,(Placebo),p,Group,(Placebo),p,Group,(Placebo),p
3,,4.82  1.77,,0.694,8.804.18,,0.829,11.035.67,,0.760
4,%Weight,Group B:,-2.981.33,#0.065,Group B:,6.153.31,#0.170,Group B:,6.546.76,#0.325
5,,1.67 1.44,,S 0.012,3.84  2.92,, 0.106,3.803.33,,0.114
6,,Group A:,,0.245,Group A:,,0.996,Group A:,,0.547
7,%Visceral fat,11.65  7.30,3.746.06,#0.494,18.217.70,12.25  10.45,#0.120,19.16 13.68,15.82 15.59,#0.109
8,mass,1.89  3.78,,0.006,5.58  7.68,,S0.148,4.75  10.93,,S0.620
9,,8.75 2.31,,#0.066,16.58  6.79,,0.623,20.88  11.06,,0.663
10,%Fat mass,Group B:,6.88 4.28,#0.066,Group B:,12.187.08,#0.535,Group B:,11.87 13.89,#0.470
11,%Fat mass,-4.153.50,,0.516,10.17 6.67,, 0.167,7.89  6.03,,S0.111
