,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Study,Study details,,,,,Participant details,Participant details,,,,,Outcomes,,
1,Author:,Study,Probiotic,Duration,Conc.of,Outcome,Model,Probiotic Placebo,Probiotic Placebo,Mean age,Sex ratio,BMI,Ethnicity Effect,Compli-,Level of
2,,design,,of Tx,probiotic,measures,,,,,M:F,,,cations,Evidenc
3,,,,(weeks),(CFU/,,,,,,,,,,
4,,,,,day),,,,,,,,,,
5,Louzada,RCT,L.Para-,24,4 108-9,"GDS-15,",Healthy,25,24,/,,/,Brazilian Both groups /,,II
6,et al.,(Sec-,"casei, L.",,,"MMSE,",elders,,,,,,had,,
7,[49],ondary,Rham-,,,Biomark-,,,,,,,improve-,,
8,,study),"nosus, L",,,ers,,,,,,,ment in,,
9,,,acido-,,,,,,,,,,"GDS-15,",,
10,,,"philus,",,,,,,,,,,MMSE,,
11,,,B.,,,,,,,,,,test,,
12,,,Lactis,,,,,,,,,,results;,,
13,,,with,,,,,,,,,,Reduc-,,
14,,,Fruc-,,,,,,,,,,tion of %,,
15,,,tooligo-,,,,,,,,,,"fat, TNF,",,
16,,,saccha-,,,,,,,,,,"DAO,",,
17,,,ride,,,,,,,,,,Increase in,,
18,,,,,,,,,,,,,IL6;IL10,,
19,,,,,,,,,,,,,increased,,
20,,,,,,,,,,,,,in probiot-,,
21,,,,,,,,,,,,,"ics group,",,
22,,,,,,,,,,,,,while,,
23,,,,,,,,,,,,,LPS was,,
24,,,,,,,,,,,,,decreased,,
25,,,,,,,,,,,,, in placebo,,
26,,,,,,,,,,,,,group,,
