,0,1,2,3,4,5,6,7
0,"River (period,yearBody length, mm","River (period,yearBody length, mm","Body weight, g","Gonad weight,g",index,"Fecundity, eggs",Sex ratio,Source
1,Volga,305-530,47.0-180.0,4.60-7.90,2.67-11.10,25.000-43.000,1.13-1.94 : 1.00,"Pravdin,1913a,1913b;"
2,,,,,,,,"HolCik,1986"
3,Volga(2000-2001),320-410,46.0-80.5,7.30-9.40,7.20-11.30,24.770-39.020,1.00 :1.00,"Nikitin, 2016"
4,Kura,388-447,88.0-124.0,3.89-10.30,,,,"Smirnov, 1953;"
5,,,,,,,,"HolCik,1986"
6,Kura,330-530,46.0-192.0,3.89-10.30,3.38-11.70,14.000-38.000,,"Agamaliev,1971b;"
7,,,,,,,,"Kazancheev,1981"
8,Shirud (autumn,293-443,55.4-168.6,9.12-23.68,6.38-25.38,17.514-64.425,0.62-0.941.00,"Nazari et al.,201 7"
9,2011),,,,,,,
10,Shirud (spring of,330-369,74.191.4,19.8 0-32.10,9.51-35.12,45.793-51.198,0.87-1.071.00,"Nazari,Abdoli,2010;"
11,2006 and 2012),,,,,,,"Farrokhnejad et al.,2014"
