,0,1,2,3
0,Study Factors,Model1,Model2,Model3
1,Study Factors,OR (95% CI),OR (95% CI),OR (95% CI)
2,Age(years),0.98(0.95-1.01,1.00 (0.96-1.04,
3,p for trend,0.21,0.97,
4,Gender,,,
5,Female,1.00,1.00,1.00
6,Male,0.62 (0.51-0.75),0.63(0.50-0.79,0.62 (0.500.79)
7,Small town,1.00,1.00,
8,Small town,1.24(0.90-1.70),1.26 (0.90-1.77),
9,City,1.29 (0.99-1.67),1.18 (0.90-1.56,
10,Socioeconomic status,,,
11,Very good or good,1.00,1.00,
12,Average or poor,0.98 (0.83-1.16),1.13 (0.94-1.36),
13,Physical activity,1.00,,
14,Low,1.00,1.00,1.00
15,Moderate,1.11(0.93-1.34,1.08(0.89-1.32,ns
16,High,1.881.53-2.31,1.89 (1.49-2.40),1.79 (1.452.20)
17,Body mass index (kg/m2),,1.14 (0.85-1.53),
18,<18.5,1.07 (0.81-1.40),1.14 (0.85-1.53),ns
19,18.5-24.9,1.00,1.00,1.00
20,25,0.76 (0.61-0.94),0.77 (0.60-0.97),0.77 (0.61-0.98)
21,p for trend,<0.001,0.003,0.005
22,Health status,,,
23,At least good,1.00,1.22 (0.921.61),
24,Cigarette smoking,1.28 (1.01-1.62),1.22 (0.921.61),
25,No,1.00,1.00,1.00
26,Yes,0.58 (0.46-0.73),0.67 (0.52-0.86),0.67 (0.520.85)
27,Current chronic diseases,,,
28,No,1.00,1.00,1.00
29,Yes,2.48 (1.993.07),2.30 (1.822.90),2.37 (1.892.98)
30,Low,1.0,1.0,1.00
31,Average,1.92(1.43-2.57),1.491.08-2.05,1.49 (1.09-2.04)
32,High,2.96 (2.20-3.96),2.07 (1.492.88),2.09 (1.51-2.88)
33,Special diet,,,
34,No,1.00,1.00,1.00
35,Yes,2.42 (1.972.96),1.97 (1.58-2.45),2.00 (1.612.49)
36,Number of meals/days,,,
37,<3,1.00,1.00,1.00
38,4,1.761.39-2.23),1.491.15-1.92),1.32 (1.091.61)
39,5,1.80(1.36-2.38),1.28 (0.94-1.73),ns
40,Fortified food consumption,1.00,,
41,No,1.00,1.00,1.00
42,Yes,1.571.30-1.89),1.65 (1.35-2.01),1.64 (1.35-2.00)
