,0,1,2,3,4,5,6
0,,,Q1,Q2,Q3,Q4,p *
1,,,,,Vitamin K1 (ug/1000 kcal),,
2,,<24.9 n (%),159 (32.1),145 (29.2),146 (29.4),127 (25.6),
3,BMI (kg/m2),2529.9 n (%),209 (42.1),203 (40.9),186 (37.5),196 (39.4),0.0437
4,,30 n (%),128 (25.8),148 (29.8),164 (33.1),174 (35.0),
5,,,,,Total Vitamin K (ug/1000 kcal),Total Vitamin K (ug/1000 kcal),
6,,Men n (%),234 (47.2),193 (38.9),167 (33.7),139 (28.0),
7,Gender,Women n (%),262 (52.8),303 (61.1),329 (66.3),358 (72.0),<0.0001
8,Place of residence,Urban n (%),326 (65.7),265 (53.4),258 (52.0),343 (69.0),
9,Place of residence,Rural n (%),170 (34.3),231 (46.6),238 (48.0),154 (31.0),<0.0001
10,,Non/primary n (%),72 (14.5),85 (17.1),74 (14.9),55 (11.1),
11,Level of education,Secondary n (%),197 (39.7),200 (40.3),100 (20.2),212 (42.7),0.0007
12,,Higher n (%),153 (30.9),128 (25.8),145 (29.2),173 (34.8),
13,,Never n (%),246 (49.6),228 (46.0),245 (49.4),216 (43.5),
14,Smoking status,Previous n (%),151 (30.4),159 (32.1),152 (30.7),168 (33.8),0.5071
15,,Current n (%),99 (20.0),109 (22.0),99 (20.0),113 (22.7),
16,,<45 n (%),90 (18.2),111 (22.4),90 (18.2),56 (11.3),
17,Age (years old),5564 n (%),178 (35.9),137 (27.6),,206 (41.5),0.0001
18,,5564 n (%),178 (35.9),170 (34.3),175 (35.3),206 (41.5),
19,,65 n%,96 (19.4),78 (15.7),75 (15.1),66 (13.3),
20,,<24.9 n (%),161 (32.5),145 (29.2),137 (27.6),134 (27.0),
21,BMI (kg/m2),2529.9 n (%),202 (40.7),197 (39.7),196 (39.5),199 (40.0),0.3034
22,,30 n (%),133 (26.8),154 (31.1),163 (32.9),164 (33.0),
