,0,1,2,3,4,5,6,7
0,,,Users of dietary supplements,Users of dietary supplements,,Non-users of dietary supplements,,
1,,Mean,SD,Adjusted meant,Mean,SD,Adjusted meant,Pt
2,Food group,,,,,,,
3,Cereals(g/1000kcal),227.8,48.5,225.9,227.8,42.9,232-0,0-2377
4,Potatoes(g/1000 kcal),23.4,15.1,22.9,25.1,16.9,24.6,0.4352
5,Confectionaries (g/1000 kcal),29.5,19.1,28.0,27.8,19.8,25.7,0-3391
6,Nuts and pulses(g/1000 kcal),23.8,18.4,22.9,27.0,18.0,24.9,0.3479
7,Fruits and vegetables (g/1000 kcal),137.9,58.8,135-1,156,58.4,150.7,0.0281
8,Oils (g/1000 kcal),8.1,4.8,8.0,7.1,3.6,7.3,0-1142
9,Teas (g/1000 kcal),81.1,88.5,85.4,104-2,114.6,103.9,0.1878
10,Fish (g/1000 kcal),67.3,50-3,70.0,70.4,50.8,73.1,0-6293
11,Meats and eggs(g/1000 kcal),129.5,61.9,94.9,122.4,51.7,97-3,0.6867
12,Dairy products (g/1000 kcal),120-3,55.5,133.0,116.7,53.8,121-1,0.0683
13,Seasonings(g/1000 kcal),47.9,34.0,47.1,52.4,35.9,53.3,0-1467
14,Energy (kcal/day),2274,568,2142,2097,448,2102,0-3860
15,Nutrient,,,,,,,
16,Calcium (mg/1000 kcal),295,67,302,302,68,298,0.5869
17,Iron (mg/1000 kcal),3.3,0.6,3.3,3.5,0.6,3.4,0.1004
18,Vitamin A (ugRE/1000 kcal),245,86,243,249,88,241,0.8422
19,Vitamin D (mg/1000 kcal),3.3,2.2,3.4,2.9,2.0,3.0,0-1618
20,Folate (ug/1000 kcal),127,33,125,137,37,133,0-0798
21,Vitamin C (mg/1000 kcal),41,18,40,45,19,44,0.1054
22,Protein (g/1000 kcal),35.4,4.3,35.2,36.2,4.1,35.8,0-2744
23,n-3 polyunsaturated fat (% energy),0.9,0.3,0.9,0.9,0-3,0.9,0-6592
24,Saturated fatty acid (% energy),2.1,9.9,10-1,9.9,1.9,9.7,0.1016
25,Dietary fibre (g/1000 kcal),6.0,1.7,5.8,6.4,1.5,6-1,0.0739
