,0,1,2,3,4,5,6,7,8
0,,Baseline,,24 Weeks,,,36 Weeks,,p Value
1,Parameters,WSS (N = 79),BSS (N = 72),,WSS (N = 74),BSS (N = 70),WSS (N =71),BSS (N = 68),
2,25(OH)D (ng/mL),19.8  4.33,6.98  1.91,,30.9  5.18,19.1  6.15,48.1  4.22,26.8  3.54,<0.001
3,"1,25(OH)2D (pg/mL)",29.9  7.51,44.3  3.55,,40.4  1.66,72.6  2.89,55.3  3.11,87.9  1.98,<0.001
4,eGFR (mL/minper1.73 m2),48.2  2.31,45.4  2.29,,52.2  9.09,49.6  7.11,61.6  4.22,55.8  3.11,<0.001
5,S-Creatinine (mol/L),168 19,221  27,,146 63,199  18,130  13,16122,<0.001
6,U-Creatinine (mmol/24 h),10.9  2.11,14.8  2.17,,13.7  1.99,18.5  3.34,17.6  1.09,22.8  1.77,<0.001
7,S-Creatinine-BMIratio,5.97  1.22,6.84  1.31,,5.52  1.11,6.25  1.43,5.01  1.31,5.99  1.18,<0.001
8,S-Uricacid (mol/L),2.45  0.66,441  22,,359  17,410  20,287  32,3.21  0.55,0.001
9,U-Uricacid (mmol/24 h),2.45  0.66,2.71  0.45,,2.67  0.19,2.97  0.31,2.91  0.24,3.21  0.55,<0.001
10,S-Ca (mmol/L),2.32  0.62,2.20  0.33,,2.39  0.61,2.44  0.39,2.51  0.16,2.65  0.71,<0.02
11,U-Ca (mmol/24 h),1.17  0.15,25.2  4.33,,47.9  6.11,29.7  2.41,52.4  1.99,32.4  3.11,<0.02
12,iCa (mmol/24 h),1.17  0.15,58033,,1.20  0.19,1.41  0.55,744  24,1.49  0.31,<0.02
13,S-Alb (mol/L),595  44,58033,,665  71,609  55,744  24,720  19,<0.001
14,U-Alb (mg/24 h),40.5  7.11,54.8  3.27,,31.9  2.08,42.5  1.44,29.7  3.11,34.9  2.71,<0.001
15,ApoproteinA1 (mol/L),42.4  2.17,41.1  3.66,,44.1  2.09,43.7  3.11,46.9  7.88,45.3  3.77,<0.02
16,ApoproteinB10o (umol/L),35.9  5.83,38.3 7.15,,33.4  1.77,36.4  4.51,32.9  2.24,33.1  1.91,<0.01
17,ApoB100-ApoA1ratio,0.846  0.06,0.931  0.07,,0.757  0.03,0.832  0.05,0.702  0.07,0.717  0.04,<0.01
18,Lp(a) (nmol/L),78.5  4.10,94.5  3.27,,76.9  6.11,92.8  1.72,72.1  2.66,91.2  3.27,0.772
19,tHcy (mol/L),17.2  2.52,21.1  3.31,,16.5  2.15,19.8  2.81,16.9  3.55,20.7  1.88,0.568
