,0,1
0,,doleo-1
1,,lS s L (Prunus cerasus L.) JWi
2,Wyj 13W b c~JX 3y CW bLJ jI Lyj,
3,1(1/2r350193/)0199,
4,,cll.[]oksig
5,3J1LeL 5ij1o1Ar g0111 co19rco1oA c019EcLyj,
6,3cjj1o19rco19E coiAr o17 coir9slayj,Ubyoa[E-r]cwl Bicluigly
7,eso19.g019Aco19rco1Arcor.7cLwyj,
8,,Prunus ) yWi oW jIYLg 31x1.[v-o] s
9,pL11r97L 1rM cL JLb 31x SSy,Um ClwWo g Cwl xi sLs yhm JWI sls (cerasus L.
10,ojJlioglbrosocl.calow,
11,dsdcigCrogcggasijgogAa,
12,CisyciwlLwwgpHJbwly,JySzbJb1 clj:[9-V ] wm Ca1y
13,"Lob s1y s1s 3Li wU. Sy Clev 5""JH .Cwl oLi",
14,/A-E/oTA-1pHgJb,Cwljlx[]lslicwcillesl:
15,aS uw Ub1 yx Yy3 O1gca Yyj IV ab,[1-19]cloi=1aajopb1
16,[r]w11 LyoWaOSAaLLgW1,sly JL ab3m ySl ogs Jyb ys JWT bw
17,roy j Jli Ruy Ws abW ys oL CaS pby1 yLw g,J j1 Lwyj .Cwlou5JX Js wyg J J
18,J5(TPC) W CLS J5 sLLmS1gT cjb jyS3g,Sh-1gSh-sloyjsSgbawlws
