,0,1,2,3
0,Meat * and Eggs,,Vegetables,
1,Calf's kidney,12.0(7.9-15,Lentil,8.0 (5.0-13.0)
2,Eggs,8.8,Soya bean (dry),6.6 (6.68.7)
3,Calf's liver,7.9 (5.79.3),Dry beans,6.5
4,Chicken's liver,7.4,Chickpea,6.1 (4.97.2)
5,Black pudding,6.4 (6.46.5),Topinambour a,3.7 (3.44.0)
6,Sheep heart,6.1,Tofu,3.7 (2.05.4)
7,Sheep brain,3.8 (2.0-6.7),Spinach,3.4 (1.37.7)
8,Rabbit's meat,2.7 (1.86.0),Water cress,3.1 (2.07.2)
9,Duck,2.7,Fennel,2.7
10,Ham,2.3 (1.72.9),Lamb's lettuce,2.0
11,Beef,2.1 (1.72.4),Kale,1.9
12,Veal,2.1 (1.5-3.0),Pea,1.6 (1.32.0)
13,Goose,1.9 (1.82.0),Endive b,1.4 (1.01.7)
14,Mutton,1.8 (1.52.7),Mushroom,1.2 (0.72.0)
15,Pork,1.8 (0.92.3),Cassava c,1.2
16,Lamb,1.6 (1.21.9),Zucchini,1.0 (0.52.4)
17,Turkey,1.0 (0.82.0),Broccoli,0.8 (0.71.1)
18,Chicken,0.7 (0.6-2.0),Leek,0.8 (0.6-1.1)
19,Seafood,,Fruits,
20,Clams,7.5 [115],Dried apricot,4.4 (3.5-5.5)
21,Anchovy,4.9,Dried fig,3.3 (3.0-4.0)
22,Mussel,4.2 (3.66),Prune,2.3 (1.03.9)
23,Oyster,3.1 (2.67.5),Grape(dried),2.3
24,Sardine,2.4 (1.33.0),Date (dried),1.9 (1.52.1)
25,Shrimp,2.3 [115],(marinated),1.8 (1.62.0)
26,Herring,1.1 (0.9-1.3),Black currant,1.3 (0.91.2)
27,Tuna,1.0,Durian d,1.0 (0.8-1.1)
28,Salmon,0.6 (0.4-1.5),Raspberry,1.0 (0.9-1.0)
29,Cod,0.3 (0.20.5),Kiwi fruit,0.8 (0.31.6)
30,,,Strawberry,0.7 (0.61.3)
