,0,1,2
0,Name of dish,,Description
1,Eru (gnetum),,"A dish made of sliced leaves of eru cooked with prepared cow skin, meats,"
2,,,"dried fish,crayfish and palm oil.It is eaten with cassava fufu.It is common to"
3,,the South West Province.,
4,Groundnut soup,,"A soup or sauce made with fried ground nuts,tomatoes, onions, spices and"
5,,,fish.It can also be called fish soup.It is eaten along with rice and other starchy
6,,foods.,
7,Yellow soup,,"A translucent homogenized soup made with palm oil,meat stock, and many"
8,,,local spices.It is also called achu soup.It is eaten with achu (a starch or taro
9,,It is common to the Northwest and West Provinces.,It is common to the Northwest and West Provinces.
10,Plantain porridge,,"A dish of green plantains cooked with meats, tomatoes, onions,spices and"
11,,,"palm oil.In the West Province, groundnuts are added.It is served as a meal"
12,Vegetable soup,,A soup made of any kind of green vegetables cooked with any form of meat
13,,,"tomatoes,onions,spices and melon seeds egusi.It is served with starchy"
14,,foods.,
15,Okok,,"A dish of sliced gnetum cooked with ground nuts, meats, palm oil and other"
16,,,ingredients.It is served with cassava and other starchy foods. The method ol
17,,preparation is common to the Central Province,preparation is common to the Central Province
