,0,1,2
0,862,Chicken broth with oil,Caldo de galinha com oleo
1,861,Chicken broth without oil,Caldo de galinha sem oleo
2,865,Cow pea broth without oil,Caldo de Feijao nhemba sem oleo
3,863,Cow pea broth with coconut milk,Caldo de Feijao nhemba com leite de coco
4,864,Cow pea broth with oil,Caldo de Feijao nhemba com oleo
5,881,Cow pea leaf broth without oil,Caldo de folha de Feiiao nhemba sem oleo
6,866,Cow pea leaf broth with coconut milk,Caldo de folha de Feijao nhemba com leite de coco
7,867,Cow pea leaf broth with oil,Caldo de folha de Feijao nhemba com oleo
8,869,Fish broth without oil,Caldo de peixe sem olep
9,884,Fish broth with coconut milk,Caldo de peixe com leite de coco
10,868,Fish broth with oil,Caldo de piexe com oleo
11,870,Green pea broth without oil,Caldo de ervilha verde sem oleo
12,880,Green pea broth with coconut milk,Caldo de ervilha verde com leite de coco
13,871,Green pea broth with oil,Caldo de ervilha verde com leo
14,882,Ground beef relish broth,Caldo de carne moida
15,873,Kidney bean broth without oi,Caldo de feijao vulgar pequeno sem oleo
16,872,Kidney bean broth with coconut milk,Caldo de feijao vulgar pequeno com leite de coco
17,874,Kidney bean broth with oil,Caldo de feijao vulgar pequeno com oleo
18,883,Liver relish broth,Caldo de carne de figado
19,878,Pumpkin leaf broth without oil,Caldo de folha de abobora sem oleo
20,877,Pumpkin leaf broth with oil,Caldo de folha de abobora com oleo
21,879,Small dried fish broth with oil,"Caldo de peixe, pequeno, seco com oleo"
22,851,Spinach broth without oil,Caldo de carne com espinafre sem oleo
23,852,Spinach broth with oil,Caldo de carne com espinafre com oleo
