,0,1,2
0,F1,Fruits ahdFruitjuice,Fruta esumoaefruta
1,129,"Apple, raw with skin",Maca
2,101,"Avocado,raw all common variety",Pera abacate
3,102,"Banana, ripe","Banana, Madura"
4,103,"Baobab,pulp","Embondeiro,Polpa"
5,131,Custard apple (bullock's heart) raw,Custarda de maca
6,133,"Date, red, dried","Tamara, Vermelha, Seca"
7,134,"Date, yellow","Tamara, Amarela"
8,130,Durian,Duriao
9,135,Grapefruit,Uva
10,105,"Grapes, pale green","Uvas,Verde Palido"
11,106,"Guavas, common raw",Goiaba
12,107,Jackfruit,Fruta Pao
13,109,Lemon,Limao
14,110,Lime,Lima
15,111,Mango juice,Sumo de manga
16,112,"Mango, ripe-fresh ep","Manga,Madura-EP Fresca"
17,113,"Mango, unripe",Manga-nao madura
18,108,Orange juice,Sumo de laranja
19,114,Orange,Laranja
20,115,"Papaya, ripe","Papaia,Madura"
21,116,"Papaya, unripe","Papaia, nao-madura"
22,117,Passion fruit,Maracuja
23,127,Peach,Pessego
24,118,Pear,Pera
25,119,"Pineapple,raw,all variety",Ananas
26,120,Pineapple juice,Sumo de ananas
27,121,Plums,Ameixas
28,128,Raspberry,Framboesa
29,132,Soursop,Araticu
30,122,Tamarind,Tamarino
31,123,"Tamarind, fruit, fresh","Tamarino,Fruta,Fresca"
32,124,"Tangerine, raw",Tangerina
33,125,"Watermelon, raw",Melancia
34,F2,Fruit-based local dishes,Derivados de Frutas
35,603,Apple juice,Sumo de maca
36,604,Avocado juice,Sumo de pera-abacate
37,601,Grape juice,Sumo de uvas
38,610,Mixed fruit jam,Jam de mistura de frutas
39,602,Mixed fruit juice,Sumo de mistura de frutas
