,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Vitamins,VITA,A_VITA,VITD,VITE,VITC,THIA,RIBF,NIA,VIT B6,FOL,VIT B12,PAN
1,,,u g RE, g RE,ug,g,mg,mg,mg,mg,mg,ug,ug,mg
2,1,Biscuit,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1.1,0.0,31.0,0.0,0.5
3,2,Bread roll,0.0,0.0,0.0,0.0,0.0,0.6,0.2,2.8,0.0,31.0,0.0,0.4
4,3,"Bread, white",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.0,31.0,0.0,0.4
5,9,Cake,34.0,34.0,0.0,1.0,0.0,0.0,0.1,0.3,0.0,10.0,0.2,0.3
6,7,Cookie,27.0,0.0,0.0,3.0,0.0,0.0,0.1,1.0,0.1,12.0,0.1,0.3
7,8,Donut,27.0,0.0,0.0,3.0,0.0,0.0,0.1,1.0,0.1,12.0,0.1,0.3
8,9,"Infant cereal, Cerelac",3.0,3.0,0.0,0.0,3.0,0.2,0.4,1.2,0.2,18.0,1.0,1.8
9,33,Macaroni or spaghetti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,"Maize, cracked, cooked",0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.1,8.0,0.0,0.1
11,11,"Maize, dried, raw",0.0,0.0,0.0,1.0,0.0,0.4,0.2,3.6,0.3,25.0,0.0,0.4
12,12,"Maize, flour, dry",0.0,0.0,0.0,1.0,0.0,0.4,0.2,3.6,0.3,25.0,0.0,0.4
13,13,"Maize, green, cooked",0.0,0.0,0.0,0.0,14.0,0.5,0.2,3.6,0.1,105.0,0.0,2.0
14,14,"Maize, on the cob, immature",7.0,0.0,0.0,0.0,3.0,0.1,0.0,0.9,0.0,25.0,0.0,0.5
15,15,"Maize, yellow, flour",11.0,0.0,0.0,0.4,0.0,0.4,0.2,3.6,0.3,25.0,0.0,0.4
16,16,"Millet, bulrush",20.0,0.0,0.0,0.0,0.0,0.3,0.2,2.1,0.3,32.0,0.0,0.5
17,17,"Millet, finger, grain or flour",5.0,0.0,0.0,0.0,0.0,0.3,0.1,0.8,0.2,10.0,0.0,0.4
18,34,Mixed porridge flour (maize and oil),0.6,0.0,0.0,2.8,0.6,0.3,0.2,2.8,0.2,63.0,0.0,0.8
