,0,1,2
0,Sl. No.,Food Item*,% of Total Citation**
1,1,Rice (6),7.06
2,2,Tomato (6),7.06
3,3,Green Chili (6,7.06
4,4,Egg Plant (5),5.88
5,5,Banana (5),5.88
6,6,Onion (5),5.88
7,7,Tilapia fish (4),4.71
8,8,Wheat Flour (4),4.71
9,9,Potato (4),4.71
10,10,Pond Pangas (4),4.71
11,11,Silver carp (4),4.71
12,12,Hen's egg (4),4.71
13,13,Rooti (4),4.71
14,14,Lentils (3),3.53
15,15,Jack fruit (3),3.53
16,16,Mango (3),3.53
17,17,Shrimp (2),2.35
18,18,Rohu (2),2.35
19,19,Cooking oil (1),1.18
20,20,Hilsha fish (1),1.18
21,21,Amaranth stem (1),1.18
22,22,Folwal (1),1.18
23,23,Bitter gourd (1),1.18
24,24,Bean (1),1.18
25,25,Pumpkin (1),1.18
26,27,Indian spinach (1),1.18
27,28,lady's finger (1),1.18
28,29,Salmon (1),1.18
29,30,Mrigal fish (1),1.18
