,0,1,2
0,523,Maize and sorgum ugali (stiff porridge,le porridge ferme de sorgho et mais
1,531,Maize porridge with margarine and sugar,le porridge de mais avec du margerine et du sucre
2,505,Maize porridge without sugar without milk,le porridge de mais sans sucre et lait
3,506,Maize porridge with sugar,le porridge de mais avec du sucre
4,502,Maize porridge with sugar and egg,le porridge de mais avec du sucre et des oeufs
5,507,Maize porridge with sugar and milk,le porridge de mais avec du sucre et du lait
6,519,Maize ugali (stiff porridge),le porridge ferme de mais
7,508,Millet Porridge with sugar,le porridge de millet sans sucre
8,509,Mix Flour prridge with sugar,le porridge des farines mixe avec du sucre
9,514,Pancake,la crepe
10,543,Rice biriyani,le biriani
11,516,Rice boiled without oil,du riz bouilli sans huile
12,517,Rice boiled with oil,du riz bouilli avec de I'huile
13,530,Rice bread,le pain du riz
14,524,Rice bun,la brioche de riz
15,515,Rice and meat pillau,le pilaf du riz et de la vinade
16,544,Rice and mung dish with coconut milk,du riz avec mungo a la noix de coco
17,545,Rice and mung dish without coconut milk,du riz avec mungo sans la noix de coco
18,533,Rice porridge with coconut milk without sugar,le porridge du riz avec la noix de coco sans sucre
19,528,Rice porridge with sugar,le porridge du riz avec la noix de coco avec du sucre
20,521,Rice ugali (stiff porridge),le porridge du riz ferme
21,518,Rice with coconut milk,du riz au noix de coco
22,540,Rice with ground meat,du rizala viande hache
23,522,Sorgum and millet ugali (stiff porridge,le porridge ferme au sorgho et millet
24,511,Sorgum porridge with sugar,le porridge au sorgho avec du sucre
25,527,"Vermicelli, cooked",les vermicelles cuites
26,535,Vermicelli with coconut milk and sugar,les vermicelles a la noix de coco et sucre
27,536,Vermicelli with oil and sugar,les vermicelles avec del'huile et du sucre
28,537,Vermicelli with coconut milk and salt,les vermicelles avec la noix de coco et du sel
29,529,"Wheat fritter, sweet",les beignets doux de farine
30,542,Wheat Porridge,le porridge de farine
31,B1,"Roots,Tubers and Bananas",les racince et les tubers
32,352,"Banana , cooked",la banane cuite
33,365,"Breadfruit, unripe",le fruit a pain mur
34,362,"Cassava, dried",le manioc sec
35,359,"Cassava, dried, flour",la farine de manioc
36,358,"Cassava, raw",le manioc cru
37,364,"Cassava, spicy crisp or chips",le chips de manioc epice
38,367,"Edible starch, tapioca or corn",I'amidon comestible
39,353,"Potato, english, cooked",la pomme de terre anglaise cuite
