,0,1,2
0,,Foods - names in English,Majina ya vyakula kwa kiswahili
1,A1,Cereal and Cereal products,Nafaka na bidhaa za nafaka
2,1,Biscuit,Biskuti
3,2,Bread roll,Mkate wa miviringo
4,3,"Bread, white",Mkate
5,6,Cake,Keki
6,7,Cookie,Biskuti
7,8,Donut,Mandazi
8,9,"Infant cereal, Cerelac",Cerelac (chakula cha mtoto)
9,33,Macaroni or spaghetti,Tambi
10,10,"Maize,cracked,cooked",Mahindi ya kukobolewa yaliyopikwa
11,11,"Maize, dried, raw",Mahindi makavu
12,12,"Maize flour, dry",Unga wa mahindi
13,13,"Maize green., cooked",Mahindi ya kuchemsha
14,14,"Maize, on the cob, immature",Mahindi machanga
15,15,"Maize, yellow, flour",Unga wa mahindi ya njano
16,16,"Millet, bulrush",Uwele
17,17,"Millet, finger, grain or flour","Ulezi, Unga wa ulezi"
18,34,Mixed porridge flour (maize and oil,Unga wa uji mchanganyiko (mahinidi na mafuta
19,18,Mixed porridge flour (maize),Unga wa uji mchanganyiko na mahindi
20,19,Mixed porridge flour (no maize),Unga wa uji mchanganyiko bila mahinidi)
21,20,"Porridge, fermented",Uji uliochachuka
22,22,"Rice flour, local",Mchele au unga wa mchele wa kenyeji
23,21,"Rice, fried and boiled",Wali wa kukaanga na kuchemsha
24,23,"Rice, white grain, raw",Mchele
25,35,Semolina,Semolina
26,24,Sorghum,Mtama
27,26,"Sorghum, flour",Unga wa mtama
28,27,"Vermicelli,uncooked",Tambi zisizopikwa
29,28,"Wheat, dough, deep fried",Half keik ya ngano
30,29,Wheat flour,Unga wa ngano usiokobolewa
31,30,"Wheat flour, 72% extract",Unga wa ngano wa chapatti za kihindi - uliokobolewa
32,31,"Wheat, flour, maida",Unga wa ngano mweupe
33,A2,Cereal-based local dishes,Vyakula vyenye asili ya nafaka
34,534,Cake (home made),Keki ya kutengeneza nyumbani
35,513,Chapati (dry),Chapati bila mafuta
36,512,Chapati with oil,Chapati yenye mafuta
37,532,Donut- african,Mandazi
38,525,Maize and kidney bean dish,Makande
