,0,1,2,3,4,5,6,7
0,,Macronutrients,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOCDF
1,,,Kcal,g,g,,9,9
2,177,"Lentil, cooked",116.0,9.0,0.0,0.0,0.4,20.1
3,180,"Lenti, whole",311.0,24.1,0.0,0.0,1.1,53.9
4,175,Palm seed,203.0,0.6,0.0,0.0,20.2,6.7
5,164,Groundnuts,567.0,25.8,0.0,0.0,49.2,16.1
6,178,"Peanut butter, smooth",520.0,25.9,0.0,0.0,34.0,35.7
7,165,"Pigeon peas, cooked",121.0,6.7,0.0,0.0,0.4,19.7
8,166,"Pigeon peas, green",148.0,9.5,0.0,0.0,0.4,27.5
9,171,"Pigeon peas, raw",343.0,21.7,0.0,0.0,1.5,62.8
10,172,Pumpkin seed,435.0,19.5,0.0,0.0,40.6,7.0
11,167,Sesame seed,573.0,17.7,0.0,0.0,49.7,23.5
12,168,"Soybean, yellow",415.0,36.5,0.0,0.0,20.0,30.3
13,169,Sunflower seed,588.0,26.4,0.0,0.0,54.8,9.4
