,0,1,2
0,160,"Coconut,immature,meat and water",Polpa de coco imaturo and Agua
1,459,Cod liver oil,Oleo de Figado de Bacalhau
2,472,"Coffee, instatnt",Cafe instaneo
3,460,Cricket or locust,Grilo ou gafanhoto
4,476,"Fruit flavored drink,concentrated",Bebida com sabor a frutas
5,477,"Garlic, fresh-AP",Alho fresco
6,490,Ginger,Gengibre
7,461,Honey,Mel
8,491,Ice sherbet,Gelado de frutas
9,462,"Orange drink, concentrated", Bebida concentrada de laranja
10,463,"Salt, iodized","Sal, iodado"
11,464,"Salt, non-iodized",Sal nao-iodado
12,474,Soy sauce,Molho de soja
13,475,"Soybean, milk, dried","Leite de soja, desdratado"
14,465,Sugar,Acucar
15,466,Sugarcane,Cana-de-acucar
16,467,Sugarcane juice,Sumo de cana-de-acucar
17,468,Tea leaves,Folhas de cha
18,469,Termite,Termite
19,489,Tomato juice,Sumo de tomate
20,470,Tomato ketchup,Molho de tomate
21,478,Tomato paste,Mass de tomate
22,480,"Vinegar, wine",Vinagre
23,GM2,Miscellaneous-Local dishes,Miscelania/Deversos
24,1006,Coffee with milk without sugar,Cafe sem acucar com leite
25,1004,Coffee without milk with sugar,Cafe com acucar
26,1005,Coffee with sugar and milk,Cafe com acucar e leite
27,1007,Halwa,Halua
28,1008,Groundnut cluster,Bolinho de amend oim
29,1003,Tea without sugar with milk,Cha sem acucar com leite
30,1002,Tea with sugar and milk,Cha com acucar e leite
31,1001,Tea with sugar without milk,Cha com acucar sem leite
32,H,LOCAL BROTHS,CALDOS
33,853,Beef broth without oil,Caldo de carne sem oleo
34,854,Beef broth with oil,Caldo de carne com oleo
35,855,Cabbage broth without oil,Caldo de repolho sem oleo
36,856,Cabbage broth with oil,Caldo de repolho sem oleo
37,859,Cassava leaf broth without oil,Caldo de folha de cassava sem oleo
38,858,Cassava leaf broth with coconut milk,Caldo de folha de cassava com leite de coco
39,860,Cassava leaf broth with oil,Caldo de folha de cassava com oleo
