,0,1,2,3
0,Food ID,,English name and description,Scientific name
1,E,Fruits and products (continued),Fruits and products (continued),
2,AAE59,"Malay apple,red",,malaccense
3,AAE60,Mandarin/tangerine,,Citrus reticulata
4,AAE132,"Mango (Kiew-sa- weya), unripe","Mango (Kiew-sa- weya), unripe",Mangifera indica
5,AAE65,"Mango, Indian mango, unripe","Mango, Indian mango, unripe",Mangifera indica
6,AAE72,"Mango, kaew variety,unripe","Mango, kaew variety,unripe",Mangifera indica
7,AAE67,"Mango, num-dok-mai variety, ripe","Mango, num-dok-mai variety, ripe",Mangifera indica
8,AAE68,"Mango, nung-klangwan variety, ripe","Mango, nung-klangwan variety, ripe",Mangifera indica
9,AAE69,"Mango, okrong variety, ripe","Mango, okrong variety, ripe",Mangifera indica
10,AAE73,"Mango, pimsen-mun variety, unripe","Mango, pimsen-mun variety, unripe",Mangifera indica
11,AAE74,"Mango, rad variety, unripe","Mango, rad variety, unripe",Mangifera indica
12,AAE70,"Mango, thong-dum variety, ripe","Mango, thong-dum variety, ripe",Mangifera indica
13,AAE71,"Mango, tub-ped variety, ripe","Mango, tub-ped variety, ripe",Mangifera indica
14,AAE75,Mangosteen,,Garcinia mangostana
15,AAE76,"Melon, honeydew",,Cucumis melo
16,AAE77,Muskmelon,,Cucumis melo Cucurbitaceae
17,AAE81,"Orange, green skin/Kalanchoe","Orange, green skin/Kalanchoe",Citrus nobilis
18,AAE83,"Papaya, ripe",,Carica papaya
19,AAE85,Pear,,Pyrus communis
20,AAE86,"Pear, chinese,yellow",,Pyrus sinensis
21,AAE88,"Persimmon, hard variety, ripe","Persimmon, hard variety, ripe","Diospyros kaki, D. virginiana"
22,AAE91,Pineapple,,Ananas comosus
23,AAE93,"Pineapple, dry",,Ananas comosus
24,AAE94,"Pineapple, slice, canned","Pineapple, slice, canned",Ananas comosus
25,AAE95,Pomegranate,,Punica granatum
26,AAE96,Pomelo,,"Citrus grandis,C.maxima"
27,AAE98,Raisin,,Vitis vinifera
28,AAE99,Rambai,,sapida
29,AAE100,Rambutan,,Nephelium lappaceum
30,AAE102,"Rambutan, in syrup, canned","Rambutan, in syrup, canned",Nephelium lappaceum
31,AAE103,Roseapple,,"Syzygium sp., Eugenia sp."
32,AAE133,Salak palm,,Salacca rumphii
33,AAE106,"Sapodilla, ripe",,"Achras sapota, Manilkara zapota"
34,AAE109,Soursop,,Annona muricata
35,AAE111,Spanish plum,,"Spondias purpurea, S. pinnata"
36,AAE112,"Star apple,green",,Chrysophyllum cainito
37,AAE114,Star gooseberry,,Phyllanthus distichus
38,AAE115,Strawberry,,Fragaria grandiflora
39,AAE116,Sugar apple,,Annona squamosa
40,AAE120,"Tamarind, fruit, ripe",,Tamarindus indica
41,AAE58,"Tamarind, Madras thorn","Tamarind, Madras thorn",Pithecellobium dulce
