,0,1,2,3,4,5,6,7,8
0,,,,,Dried,,,,
1,,,,,fish and,Corn flour and,,,
2,,Beans,Koki,,groundnut,groundnuts,Steamed,Cassava,Cassava
3,,stewc,corna,Ndoleb,soupe,puddinga,snailsa,fufub,pudding
4,Number of recipes,7,7,7,6,6,6,5,5
5,collected,,,,,,,,
6,Energy (kcal),240,75,246,108,180,211,158,115
7,Energy (kJ),"1,003",315,"1,029",451,755,882,662,482
8,Water (g),71.9,78.8,55.7,88.3,63.7,64.8,55.5,79.4
9,Protein (g),0.2,2.4,10.5,6.7,7.5,9.7,4.9,5.7
10,Carbohydrates (g),0.9,17.4,4.3,1.7,16.5,6.4,32.7,4.3
11,Fat(g),26.6,0.9,21.9,8.7,11.4,18.2,0.5,9.5
12,Saturated fat (g),13.1,0.2,7.2,2.5,1.6,2.5,0.0,1.5
13,Monounsaturated,9.8,0.3,8.7,3.8,5.6,9.0,0.0,4.6
14,fat (g),,,,,,,,
15,Polyunsaturated,2.5,0.3,4.9,2.0,3.7,5.7,0.2,2.9
16,fatg),,,,,,,,
17,Omega-3 fatty,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,acid (g,,,,,,,,
19,Omega-6 fatty,2.4,0.0,3.6,1.7,3.5,5.7,0.0,2.9
20,acid (g),,,,,,,,
21,Cholesterol (mg),0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0
22,Total dietary,0.2,2.1,1.7,0.9,3.4,3.0,0.0,1.9
23,fiber (g),,,,,,,,
24,Thiamin (mg),0.0,0.1,0.2,0.1,0.2,0.2,0.2,0.1
25,Riboflavin (mg,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1
26,Niacin (mg),0.1,1.2,3.0,1.1,3.6,4.5,1.6,2.4
27,Vitamin B-6 (mg),0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.1
28,Total folate (g),2.7,29.7,51.7,22.9,75.2,93.2,0.0,83.0
29,Vitamin C (mg),2.0,5.4,8.2,0.7,3.9,2.1,0.0,15.7
30,Vitamin A,0.0,8.9,16.7,0.0,6.5,0.0,0.0,95.3
31,(g retinol,,,,,,,,
32,equivalent),,,,,,,,
33,Vitamin K(g),2.2,0.3,99.5,0.3,0.2,24.2,0.0,254
34,Calcium (mg),4.7,3.7,52.5,17.0,23.3,41.6,1.1,76.6
35,Iron (mg),0.1,0.5,1.6,0.4,1.4,1.8,1.4,1.6
36,Zinc (mg),0.1,0.5,1.7,0.3,1.1,1.3,0.0,0.8
37,Magnesium (mg),2.1,24.0,61.7,23.1,55.0,65.0,0.6,52.1
38,Manganese (mg,0.0,0.1,0.5,0.2,0.5,0.7,0.0,0.6
39,Selenium (g),0.2,0.6,4.8,0.7,2.0,2.7,0.0,1.7
40,Phosphorus (mg),4.9,64.5,144,98.4,131,142,0.0,90.3
41,Potassium (mg),30.9,218,315,185,317,288,44.5,334
42,Sodium (mg),4.7,4.5,49.9,37.3,7.4,10.5,1.7,23.5
