,0,1,2,3,4,5,6,7,8
0,,Macronutrients,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC
1,,,g,g,g,mg,g,g,mg
2,530,Rice bread,6.3,0.5,0.2,0.0,1.0,13.4,134.7
3,524,Rice bun,8.9,0.9,0.5,0.0,1.9,9.4,282.4
4,515,Rice and meat pillau,3.1,1.8,0.3,16.8,0.9,0.2,95.9
5,544,Rice and mung dish with coconut milk,10.0,0.5,0.2,0.0,4.7,2.5,304.1
6,545,Rice and mung dish no coconut milk,0.1,0,0.1,0.0,1.5,0.4,168.1
7,533,Rice porridge with coconut milk no sugar,7.1,0.4,0.2,0.0,1.2,1.1,182
8,528,Rice porridge with sugar,0.0,0.0,0.0,0.0,0.2,14.5,35.3
9,521,Rice ugali (stiff porridge),0.1,0.1,0.1,0.0,0.3,0.1,144.7
10,518,Rice with coconut milk,1.2,0.1,0.1,0.0,0.7,0.1,166.0
11,540,Rice with ground meat,8.2,4.1,1.5,14.6,1.7,0.8,252.7
12,522,Sorgum and millet ugali (stiff porridge,0.1,0.3,0.4,0.0,4.3,0.2,197.8
13,511,Sorgum porridge with sugar,0.1,0.1,0.1,0.0,1.3,14.6,44.0
14,527,Vermicelli - cooked,1.3,0.2,0.4,0.0,2.4,0.4,114
15,535,Vermicelli with coconut milk and sugar,2.5,0.2,0.4,0.0,2.6,1.8,142.3
16,536,Vermicell with oil and sugar,2.5,0.3,0.4,0.0,2.4,2.3,114
17,537,Vermicelli with coconut milk and salt,4.8,0.4,0.5,0.0,2.9,0.7,179
18,529,"Wheat fritter, sweet",2.0,3.3,8.2,0.0,0.5,32.0,51.0
19,542,Wheat porridge,0.0,0.0,0.1,0.0,1.2,14.6,28.2
