,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Amino Acids,TRP,THR,ILE,LEU,LYS,MET,CYS,PHE,TYR,VAL,ARG,HIS
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,"965 Cassava,boiled","965 Cassava,boiled",15.0,23.0,22.0,32.0,36.0,9.0,23.0,21.0,14.0,28.0,111.0,16.0
3,957,"Cassava, fried",15.0,23.0,22.0,32.0,36.0,9.0,23.0,21.0,14.0,28.0,111.0,16.0
4,978,Kachori (spicy potato balls),126,216,248.8,411.1,387.1,92.5,78.1,308.8,143.3,245.1,552.3,159.3
5,960,"Potato chips, fried",25.0,59.2,411.6,645.0,542.4,235.2,175.2,400.8,307.8,460.2,453.0,178.8
6,959,Potato relish with beef,37.1,107.6,116.8,190.2,183.6,54.2,37.1,120.1,96.6,149.5,194.3,73.2
7,972,Potato relish with coconut milk,62.5,172.0,26.8,43.0,410.2,11.6,23.0,28.7,18.5,36.7,127.0,18.2
8,958,Potato relish with oil,19.7,47.2,131.3,229.5,129.8,38.3,24.0,126.0,87.0,147.0,147.0,65.3
9,961,"Potato, boiled",30.0,71.0,80.0,118.0,119.0,31.0,25.0,87.0,73.0,110.0,90.0,43.0
10,963,Roots and tubers mixed,8.2,13.1,12.1,19.3,23.2,4.7,10.4,12.7,8.4,15.3,47.1,11.4
11,967,"Sweet potato, boiled",12.0,52.0,50.0,94.0,58.0,20.0,18.0,69.0,39.0,60.0,124.0,33.0
12,966,"Sweet potato, fried",21.0,86.0,86.0,126.0,85.0,42.0,14.0,103.0,71.0,112.0,80.0,32.0
13,970,"Taro, cooked, without salt",0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
