,0,1,2
0,,Food Group,Details
1,A1,Cereals and cereal products,"Cereals such as rice,wheat,oat. Cereal products such as"
2,,,"bread, biscuits, porridge, breakfast cereals"
3,A2,Cereal-based local dishes,"Local dishes prepared with cereals (e.g.porridges,chapatti"
4,B1,"Roots, tubers, and bananas","Foods such as potatoes, cassava, taro and banana"
5,B2,"Roots, tubers, and banana-based","Local dishes prepared with roots, tubers and bananas"
6,,Local dishes,"(e.g. cassava with coconut, potato chips)"
7,C1,"*Pulses, seeds, nuts","Mature and immature legumes, pulses, and foods"
8,,,commonly referred to as nuts and seeds
9,C2,"*Pulses, seeds, and nuts-based","Local dishes with pulses, nuts and seeds (e.g. pigeon pea"
10,,local dishes,relish).
11,D1,"Meat, poultry, fish","Foods commonly referred to as meat, poultry (including"
12,,,eggs) and fish products (e.g.sausages)
13,D2,"Meat, poultry, and fish-based","Cooked dishes prepared with meat, poultry or fish (e.g. fish"
14,,local dishes,or chicken or beef relish)
15,D3,Milk and milk products,"Milk and milk products, including sweetened condensed"
16,,,"milk, ice cream, infant formula, yogurt, skim milk (dry or"
17,,,"liquid), cheese"
18,E,Oils and fats,Also includes foods concentrated in fats and oils (e.g.
19,,,coconut)
20,F1,Fruit and fruit juices,"Foods commonly referred to as fruits including avocado, but"
21,,,not tomato or cucumber
22,F2,Fruit-based local dishes,"Fruit jams, juices, fruit salad with citrus fruit such as orange"
23,,,or pulp fruit such as papayas
24,F3,Vegetables,Foods commonly referred to as vegetables such as carrots
25,,,"tomatoes, spinach, pumpkin leaves, immature maize"
26,,,pumpkin
27,F4,Vegetable-based local dishes,Cooked dishes prepared with vegetables (e.g. spinach
28,,,relish with oil)
29,GM1,Miscellaneous,"Dried spices, sugar, honey, insects, alcoholic and non"
30,,,"alcoholic drinks, water sherbet, sauces, salt"
31,GM2,Miscellaneous local dishes,"All beverages such as tea, coffee, local brews. Snacks such"
32,,,as groundnut cluster
33,H,*Broths,"Clear liquids produced by cooking meat, poultry, fish,"
34,,,"seafood, or vegetables in water and other ingredients, such"
35,,,"as onion, tomatoes, salt, oil"
