,0,1,2,3,4,5,6,7,8,9,10,11
0,Minerals,Minerals,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,177,"Lentil, cooked",51.0,482.0,96.0,989.0,5.0,8.8,0.0,3.5,0.67,1.31
3,180,"Lentil, whole",8.0,39.0,26.0,303.0,3.0,0.8,0.0,0.5,0.17,0.24
4,175,Palm seed,3.0,14.0,12.0,61.0,0.0,0.2,0.0,0.1,0.1,0.2
5,164,Groundnuts,92.0,376.0,168.0,705.0,18.0,4.6,0.0,3.3,1.1,1.9
6,178,"Peanut butter, smooth",35.0,369.0,170.0,669.0,540.0,1.9,0.0,2.8,0.6,0.1
7,165,"Pigeon peas, cooked",36.0,125.0,43.0,268.0,5.0,1.5,0.0,1.0,0.3,0.4
8,166,"Pigeon peas, green",48.0,206.0,69.0,477.0,5.0,2.6,0.0,2.1,0.3,0.9
9,171,"Pigeon peas, raw",104.0,363.0,125.0,777.0,15.0,4.4,0.0,2.9,0.8,1.2
10,172,Pumpkin seed,97.0,574.0,257.0,301.0,30.0,5.8,0.0,7.6,1.1,1.1
11,167,Sesame seed,975.0,629.0,351.0,468.0,11.0,14.6,0.0,7.8,4.1,2.5
12,168,"Soybean, yellow",278.0,705.0,280.0,1798.0,3.0,15.8,0.0,5.0,1.7,2.5
13,169,Sunflower seed,131.0,776.0,347.0,407.0,40.0,7.8,0.0,10.3,1.5,1.4
