,0,1,2,3,4,5,6,7,8,9,10,11,12
0,food,Name,Name,Size,u1,u2,u3,u4,u5,u6,u7,u8,10
1,Code,Kiswahili,English,,bowl,glass,cup,plate,tbsp,tsp,saucer,unit,Average
2,755, mchuzi wa kabichi na mafuta,Cabbage relish with oil,Std,400,,,,,,200,,
3,756,mchuzi wa kabichi na mafuta,Cabbage relish with oil,A,,,,,,,,,120
4,,,Cassava leaf relish with,,,,,,,,,,
5,757,mchuzi wa kisamvu na tui la nazi,coconut,Sta,400,,,,,,200,,
6,,,Cassava leaf relish with,,,,,,,,,,
7,757,mchuzi wa kisamvu na tui la nazi,coconut,A,,,,,,,,,120
8,,mchuzi wa majani ya kunde na,Cow pea leaf relish with,,,,,,,,,,
9,759,tui la nazi,coconut,Sta,400,,,,,,200,,
10,,mchuzi wa majani ya kunde na,Cow pea leaf relish with,,,,,,,,,,
11,759,tui la nazi,coconut,A,,,,,,,,,120
12,,mchuzi wa mboga za majani na,Medium green leaf relish with,,,,,,,,,,
13,762,karanga,groundnuts,Sta,400,,,,,,200,,
14,,mchuzi wa mboga za majani na,Medium green leaf relish with,,,,,,,,,,
15,762,karanga,groundnuts,A,,,,,,,,,120
16,,mchuzi wa s mboga za majani na,Medium green leaf relish with,,,,,,,,,,
17,763,tui la nazi,coconut milk,Std,400,,,,,,200,,
18,,,Medium green leaf relish with,,,,,,,,,,
19,763,mchuzi wa spinachi na tui la nazi,coconut milk,A,,,,,,,,,120
20,765,mchuzi wa bamia na tui la nazi,Okra with coconut milk,Sta,400,,,,,,200,,
21,765,mchuzi wa bamia na tui la nazi,Okra with coconut milk,A,,,,,,,,,120
22,766,njegere,Peas plain,Std,400,,,,,,200,,
23,766,njegere,Peas plain,A,,,,,,,,,200
24,767,mchuzi wa njegere,Green pea relish,Std,400,,,,,.,200,,
25,767,mchuzi wa njegere,Green pea relish,A,,,,,,,,,200
26,,mchuzi wa majani ya maboga na,,,,,,,,,,,
27,768,mafuta,Pumpkin leaf relish with oil,Std,400,,,,,,200,,
28,, mchuzi wa majani ya maboga na,,,,,,,,,,,
29,768,mafuta,Pumpkin leaf relish with oil,A,,,,,,,,,120
30,,mchuzi wa majani ya maboga,Pumpkin leaf relish without,,,,,,,,,,
31,769,bila mafuta,oil,Std,400,,,,,,200,,
32,,mchuzi wa majani ya maboga,Pumpkin leaf relish without,,,,,,,,,,
33,769, bila mafuta,oil,A,,,,,,,,,120
