,0,1,2,3,4,5,6,7,8
0,,,,,Carbo-,Dietary,,E1,E2
1,Product,Water,Proteins,Fat,hydrates,Fibers,Ash,kJ,kJ
2,,,,,Total,Fibers,,kJ,kJ
3,Cow's milk 3%,88,3.2,3,5.2,0,0.7,254,n/a
4,Cow's cheese,55,16.8,19.7,6,0,4.5,1123,n/a
5,Sheep's milk,81,5.5,7.7,5.5,0,1,474,n/a
6,Sheep's cheese,51,15.9,26.5,4.6,0,4,1341,n/a
7,Balkan yellow cheese,41,24.6,30.7,1.84,0,4.3,1599,n/a
8,Pork,71,20.4,8,0,0,0.99,642,n/a
9,Bread wheat,38.8,7.6,1,52,4.0,1.35,1035,1002
10,Onion old,86,1.72,0.3,9.6,1.9,0.61,201,185
11,Garlic old,64,6.5,0.1,29.2,2.1,1.33,601,584
12,Red tomatoes,94.8,1,0.2,3.74,1.4,0.5,87,75
13,Paprika,92.4,1.22,0.51,5.4,1.7,0.61,130,116
14,Beans,12,24.9,1.6,59.2,18.4,4.3,1468,1314
15,Lentil,9.7,26.2,2.6,59.3,11.2,2.4,1529,1435
16,Apples,84,0.3,0.3,14.9,2.2,0.3,266,242
17,Pears,84.4,0.3,0.4,14.7,3.2,0.3,266,239
