,0,1,2,3,4,5,6,7,8,9,10,11,12
0,food,Name,Name,Size,u1,u2,u3,u4,u5,u6,u7,u8,10
1,code,Kiswahili,English,,bowl,glass,cup,plate,tbsp,tsp,saucer,unit,Average
2,,mchuzi wa spinachi na karanga,Spinach relish with,,,,,,,,,,
3,770,na mafuta,groundnuts and oil,Std,400,,,,,,200,,
4,,mchuzi wa spinachi na karanga,Spinach relish with,,,,,,,,,,
5,770,na mafuta,groundnuts and oil,A,,,,,,,,,120
6,,,Spinach relish with,,,,,,,,,,
7,771,mchuzi wa spinachi na ufuta,sesame seeds,9,400,,,,,,200,,
8,,,Spinach relish with,,,,,,,,,,
9,771,mchuzi wa spinachi na ufuta, sesame seeds,10,,,,,,,,,120
10,772,sambusa ya viazi,Samosa potato,Std,,,,,,,,70,
11,772,sambusa ya viazi,Samosa -potato,A,,,,,,,,,210
12,776,mchuzi wa mchunga,Mchunga relish with oil,Std,300,,,,,,100,,
13,776,mchuzi wa mchunga,Mchunga relish with oil,A,,,,,,,,,120
14,,"mchuzi wa njegere, tui la nazi",Green pea relish with,,,,,,,,,,
15,778,na mafuta,coconut and oil,Std,300,,,,,,200,,
16,,"mchuzi wa njegere, tui la nazi",Green pea relish with,,,,,,,,,,
17,778,na mafuta,coconut and oil,A,,,,,,,,,120
18,,mchuzi wa majani ya kunde na,Cowpea leaf relish with,,,,,,,,,,
19,779,karanga,groundnuts,Sta,300,,,,,,200,,
20,,mchuzi wa majani ya kunde na,Cowpea leaf relish with,,,,,,,,,,
21,779,karanga,groundnuts,A,,,,,,,,,120
22,,mchuzi wa matembele na tui,Potato leaf relish with,,,,,,,,,,
23,780,la nazi,coconut milk,Sta,300,,,,,,200,,
24,,mchuzi wa matembele na tui,Potato leaf relish with,,,,,,,,,,
25,780,la nazi,coconut milk,A,,,,,,,,,120
26,781,bamia ya kukaanga,Fried okra,A,,,,,,,,,90
27,,mchuzi wa njegere na tui la,Green peas relish with,,,,,,,,,,
28,782,nazi,coconut milk,Sta,150,,,,,,200,,
29,,mchuzi wa njegere na tui la,Green peas relish with,,,,,,,,,,
30,782,nazi,coconut milk,A,,,,,,,,,100
31,851,mchuzi wa mchicha bila mafuta,Spinach broth no oil,Std,400,,200,,20,,60,,
