,0,1,2,3,4,5,6,7,8
0,,Macronutrients,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC
1,,,g,g,g,mg,g,g,mg
2,05,"Beef liver, raw",1.2,0.5,0.5,275.0,0.0,0.0,0.0
3,04,"Beef, boneless",10.4,9.0,0.8,61.0,0.0,0.0,0.0
4,01,"Beef, liver, cooked",1.7,0.6,0.7,396.0,0.0,0.0,0.0
5,02,"Beef, medium fat, cooked",11.4,10.1,0.9,82.0,0.0,0.0,0.0
6,03,"Beef, tripe",0.9,1.0,0.1,35.0,0.0,0.0,0.0
7,06,Chicken liver,2.1,1.4,1.3,563.0,0.0,0.0,0.0
8,08,"Chicken, raw",3.6,5.0,2.9,55.0,0.0,0.0,0.0
9,06,Egg yolk,5.6,9.8,1.8,1326.0,0.0,0.0,0.0
10,07,"Egg, chicken",3.3,4.1,1.4,424.0,0.0,0.0,0.0
11,08,"Fish, dried, cod",0.7,0.4,1.1,193.0,0.0,0.0,0.0
12,09,"Fish, dried, fresh water",2.0,3.6,2.0,57.0,0.0,0.0,0.0
13,20,"Fish, fresh",0.5,0.8,0.6,45.0,0.0,0.0,0.0
14,10,"Fish, high fat",1.9,3.1,1.1,26.0,0.0,0.0,0.0
15,11,"Fish, raw",0.3,0.8,0.7,33.0,0.0,0.0,0.0
16,12,"Fish, sardines",0.3,0.8,0.7,33.0,0.0,0.0,0.0
17,13,"Fish, small, dried, fresh water",2.0,3.6,2.0,57.0,0.0,0.0,0.0
18,14,"Fish, small, fresh, fresh water",0.6,0.9,0.5,58.0,0.0,0.0,0.0
19,19,"Fish, smoked, dried-AP",0.3,0.2,0.5,93.0,0.0,0.0,0.0
20,20,"Fish, smoked, dried-EP",0.5,0.4,0.8,160.0,0.0,0.0,0.0
21,15,Goat meat,8.4,7.6,0.7,75.0,0.0,0.0,0.0
22,16," Mutton, meat",8.4,7.6,0.7,75.0,0.0,0.0,0.0
23,17,"Pork, medium fat, cooked",19.3,22.5,5.4,101.0,0.0,0.0,0.0
24,18,Sausage,10.8,13.9,3.8,83.0,0.0,0.3,0.0
