,0,1,2,3,4,5,6,7,8
0,Name,Ca,Mg,Na,K,Fe,Cu,Zn,Se
1,Banana,11.341,22.957,9.869,410.681,0.286,0.094,0.235,0.03
2,,,,,,0.003,0.004,0.003,0.001
3,Bean,70.010,50.883,10.026,170.485,0.910.,0.60.0,4.750.,0.010.
4,,8.1,15.2,1.1,05.1,33,4,12,001
5,Brinjal,21.112,23.764,7.636,177.691,0.364,0.682,0.567,0.006
6,,1.6,1.9,1.3,.48,0.03,0.01,0.03,0.0
7,Carrot,25.858,16.081,54.050,145.236,0.363,0.225,0.074,0.003
8,,,0.6,4.3,15.1,0.07,0.01,0.02,0.001
9,Chicken,14.784,31.905,36.894,315.27,0.48,0.106,2.663,0.079
10,breast,2.0,0.8,0.09,15.3,0.03,0.003,0.2,0.01
11,Chicken,17.893,29.252,55.069,299.059,1.04,0.22,7.222,0.072
12,leg,3.0,0.3, 0.2,28.4,0.1,0.01,0.2,0.01
13,Egg,29.295,20.88,115.95,110.427,0.53,0.301,5.3010.,0.106
14,,,,6,,0.05,0.01,0.3,0.01
15,Green,22.041,43.346,11.994,281.736,1.645,0.872,1.967,0.004
16,Chili,1.0,2.0,1.9,18.4,0.02,0.07,0.08,0.002
17,Jackfruit,8.584,42.423,0.662,267.984,0.32,1.18,1.19,0.044
18,,,,0.1,23.9,0.01,0.04,0.01,0.003
19,Lentil,12.59,71.533,37,635,5.1,0.794,3.886,0.007
20,,,,,,,0.12,0.82,0.002
21,Mango,12.608,14.69,0.422,180.890,0.237,0.789,0.604,0.043
22,,,,0.1,37.9,0.002,0.03,0.01,0.004
23,Milk,103.07,22.425,51.155,131.164+,0.089,0.054,3.735,0.042
24,,.0,7.8,6.2,11.1,0.01,0.0,0.17,0.02
25,Onion,23.969,24.121,11.119,209.749,0.942,0.363,3.449,0.008
26,,,1.96,0.0,29.3,0.02,0.03,0.13,0.002
27,Pangas,14.372,28.932,45.856,18.612,0.148,0.066 ,1.85,0.088 
28,fish,,,,,0.0,0.01,0.2,0.01
29,Potato,11.463,20.556,16.893,286.28,0.507,0.43,3.019,0.004
30,,0.6,1.4,2.2,1.9,0.1,0.1,3.0,0.001
31,Rice,8.6870,15.476,1.967,145.601,0.650.,0.20.0,1.320.,0.002
32,,.6,1.7,0.0,00.0,0,5,21,0.0
33,Rohu,29.587,36.794,38.481,309.207,0.425 ,0.346 ,3.2 ,0.104 
34,fish,2.1,1.8, 2.4, 12.1,0.02,0.04,0.3,0.01
35,Tilapia,19.3,35.879,55.065,340.51,0.494 ,0.114 ,3.157,0.118
36,fish,,,,,0.1,0.003,0.2,0.01
37,Tomato,12.952,7.418,6.797,156.310,0.197,0.972,2.00.2,0.006
38,,,,1.3,28.1,0.01,0.1,,0.001
39,Wheat,12.793,57.886,9.831,210.271,3.81,0.19,1.547,0.024
40,flour,0.07,1.04,0.07,20.18,0.31,0.1,0.12,0.02
