,0,1,2,3,4,5
0,Division,District,,Union,Village,Market Name
1,,Noakhali,Maizdee,Maizdee,Maizdee,Maizdee Bazar
2,Chittagong,Chittagong,Liazuddin,Liazuddin,Liazuddin,Liazuddin Bazar
3,,Chittagong,Bottoli,Bottoli,Bottoli,Botttoli Bazar
4,,Moulovibazar,Sadar,,Sadar,Kacha Maler Aroth
5,,Moulovibazar,Sadar,,Sadar,"Bhai Bhai Store, Beripara"
6,Sylhet,Hobigonj,Sadar,,Sadar,market)
7,,Hobigonj,Sadar,,Sadar,bazar (old Market)
8,,Sylhet,Sadar,,Sadar,Nawab Ali Market
9,,Gaibandha,Gobindogonj,Gobindogonj,Gobindogonj Bazar,Gobindogonj Bazar (4)
10,Rangpur,Dinajpur,Sundorpur,Sundorpur,Doshmail,Doshmail hat (2)
11,,Dinajpur,Sadar,,Bahadur Bazar,Bahadur Bazar (1)
12,,Dinajpur,Sundorpur,Sundorpur,Kantonogor,Kantojeu nogor Bazar (3)
13,,Bogra,Raninagar,Raninagar,Mahosthangarh,Bazar(5)
14,Rajshahi,Rajshahi,,,Saheb Bazar,Kachabazar
15,,Pabna,Atghoria Sadar,Atghoria Sadar,Atghoria hat,Atghoria hat
16,,Jessore,Jessore,Jessore,Jessore Sadar,Kachabazar
17,Khulna,Jessore,Rupdia Union,Rupdia Union,Rupdia hat,Rupdia hat
18,,Kushtia,Khas Mothurapur,Khas Mothurapur,Mothurapur Boro Bazar,Mothurapur Boro Bazar
19,,Mymenshingh,Mymenshingh,Mymenshingh,Sadar,Sadar Bazar
20,,Dhaka,Savar,,Amin Bazar,Amin Bazar
21,,Dhaka,Dhanmondi,Dhanmondi,New Market,New market
22,Dhaka,Dhaka,Tejgaon,Tejgaon,Kawranbazar,Kawranbazar
23,,Dhaka,Keranigonj,Keranigonj,Rohitpur,Rohitpur
24,,Kishoregonj,Kishoregonj,Kishoregonj,Kishoregonj,Boro Bazar
25,,Kishoregonj,Jinari,,Hazipur,Hazipur Hat
26,Barisal,Barisal,Chorfashan,Chorfashan,Chorfashar,Bot-tola Bazar
