,0,1,2
0,C1,"Pulses,Nuts and Seeds",Les lentillles les grains et les noix
1,179,Almonds,les amandes
2,151,"Bambara groundnut,fresh",l'arachide fraiche
3,154,"Bean, kidney, green, cooked","les haricots,verts cuits"
4,170,"Beankidney,dried,raw",les haricots secs crus
5,153,"Bean, kidney, dried, cooked","les haricot rouge sec, cuit"
6,155,"Bean, mung, dry",les lentilles vertes seche
7,156,"Bean, mung, raw",les lentilles vertes crues
8,157,Cashew nut,la niox de cajou
9,158,Chickpea,les pois chiches
10,159,"Chickpea, mashed or flour",la farine de pois chiches
11,162,"Cowpea, green, uncooked",le dolic vert non cuit
12,163,"Cowpea, uncooked",le dolic non cuit
13,164,Groundnuts,la cacahuete
14,173,Hyacinth beans (dried),les haricots de jacinthe sec
15,174,"Hyacinth beans, immature seeds, raw",les haricots de jacinthe frais
16,176,"Hyacinth beans, immature, boiled without salt",les haricots de jacinthe cuit
17,180,"Lentils, whole",les lentrilles
18,177,"Lentils, cooked",les lentilles cuit
19,175,Palm seed,la graine de palme
20,178,"Peanut butter, smooth",le beurre de cacahuetes homogene
21,165,"Pigeon peas, cooked",le pois cuit
22,166,"Pigeon peas, green",le pois vert
23,171,"Pigeon peas,raw",le pois cru
24,172,Pumpkin seed,la calicoba
25,167,Sesame seed,la graine de sesame
26,168,"Soybean, yellow",la grain de soja jaune
27,169,Sunflower seed,la graine de tournesol
28,,Pulses.Nuts and Seeds-based local,Les legumes les lentilles les noix et les
29,C2,dishes,grains
30,663,Bambra groundnut relish with coconut milk,la noix de bambra
31,32,Bhajia (chickpea flour fritters,les frites de farine de pois chiches
32,664,Chickpea with coconut milk,les pois chiches aux noix de coco
33,653,Cow pea (dry) relish without oil,le dolic sec sans huile
34,654,Cow pea (dry) relish with oil,le dolic sec avec de l'huile
35,651,Cow pea (fresh) relish without oil,la sauce fraiche de dolic sans huile
36,652,Cow pea relish with coconut milk,le dolic avec la noix de coco
