,0,1,2,3,4,5,6,7,8
0,,,,Meals,Meals,Sauces,Sauces,Compl.,Snacks
1,Energy(kcal),,,,,,,,
2,<50,5.1(6,35.8,"4.5,18","4.5,18",60,,,"16,85"
3,51-100,18.8 (22),87,"1,3,9,39,46,63,84,87,89,96,97,100","1,3,9,39,46,63,84,87,89,96,97,100",,"23,44,47.59,62.70,98.106","36,83",
4,101-150,32.5 (38),126.2,,"7, 10, 13,27-29,35,40, 43, 48-50,57,65,88, 95, 103",,"12, 14,21,22,34,45,58, 67,69,76,77,80,82, 86,94, 104, 105, 114, 116","55,56",
5,151-200,27.4 (32),173.4,"38,51,52,64,90-93,110, 112, 117","38,51,52,64,90-93,110, 112, 117",,"19,20,24,25,30,33,37,41,42,54,61,68,78,81,113,115","6, 15,26, 53",11
6,201-250,4.3 (5,223.4,"72,75,99.101,109,111","72,75,99.101,109,111","2,17,32,66,79, 107,","2,17,32,66,79, 107,",,"71,74"
7,251400,4.3 (5,331.2,"102,108","102,108",8,,,"31,73"
8,30-50,4.3 (5),39.54,"75,102,108","75,102,108",,,,"31,73"
9,51-60,9.411,56.83,"92,101,109,111,117","92,101,109,111,117",66,,"6, 15,26, 53",74
10,61-70,23.1 (27),65.14,,"10, 27-29,51, 52, 57, 64, 65, 72, 90, 91, 93, 100, 103, 110, 112","20,24,32,41,79,107","20,24,32,41,79,107","55,56","11,71"
11,71-80,42.7 (50),76.18,,"7,9, 13,35,38,39,40,43,46, 48-50,63,84, 87-89, 95-97,99",,"2, 12, 17, 19,25,30, 33, 37,45, 54, 61, 62,67,68,70, 76-78, 81,82, 86,","36,83",
12,,,,,,"94,104,105,113,115,116","94,104,105,113,115,116",,
13,81-90,17.1(20),83.89,"1,3-5,18","1,3-5,18",,"14,21-23,34,42, 44, 47,58, 59,69, 80, 98, 106, 114",,
14,91-96,3.4 (4),93.82,,,"8,60",,,"16,85"
15,Protein (g),,1.01,,,,,,
16,<2,23.1 (27),1.01,"1.3-5,9.50,57.64,65.84,88,101","1.3-5,9.50,57.64,65.84,88,101","2.34,54,59-62,114","2.34,54,59-62,114","15, 36, 53, 55, 56, 83",85
17,2.1-4,35.041,2.92,,"10,13, 18,29,35,38-40,43, 46,49,51, 52, 63, 87,89-91",,"17,24,25,30,42, 44,68, 70,80, 98",26,16.74
18,4.1-6,9.411,7.15,"7,27,28,48,75,92,93,117","7,27,28,48,75,92,93,117",,"21,23,33,37,47,58,67,69,76-78,81,86,94,113,115,116",6,
19,6.1-8,9.411,7.15,108.109,108.109,,"12,14,19,20,22,41,45,79",,11
20,8.1-10,4.3 (5),8.94,,,"32,66,82,105,107","32,66,82,105,107",,
21,10.1-20,6.0(7),15.75,72,,"8,104,106","8,104,106",,"31,71,73"
22,Total fat g,,0.89,,,,,,
23,0-3,22.2 (26),4.48,"3-5,9, 18, 27-29,39,63, 84,95,96","3-5,9, 18, 27-29,39,63, 84,95,96","60,62,106","60,62,106","6,15,26,36,53,55,56,83","16,85"
24,3.1-6,15.4 (18,4.48,,"1,10.13,35,40,43,46,49,57,65,87.89.91,93,97",70.98,,,74
25,9.1-12,21.4 (25),7.54,,"48,50-52, 64,75,88,90,92,99, 103, 110, 112, 117",,"12,14,21-23.41,44.45.47.59.105",,
26,9.1-12,12.8 (15,10.18,"7,101,108,109","7,101,108,109",,"58, 67, 69,76,77,82,86, 94, 104, 116",,11
27,12.1-15,8.5 (10),13.36,"38,72,100,111","38,72,100,111","19,34,37,80,81, 115","19,34,37,80,81, 115",,
28,15.1-18,6.8 (8),15.86,,,"20,24,42,61,68,79, 114","20,24,42,61,68,79, 114",,71
29,18.1-21,6.8 (8),19.59,,,,"8,25,30,33,54,78,107,113",,
30,21.1-35,6.0(7,25.21,102,,"2,17,32,66","2,17,32,66",,"31,73"
31,Iron (mg),,,,,,,,
32,0-0.5,9.40(11),0.25,95,,,"2, 14,25, 54, 106, 113, 114",83,"16,85"
33,0.51-1,13.67 (16,0.67,,"1,9,13,35,39,43,49,50,57,65,84,88,89,96,97","17,34,80-82","17,34,80-82","15, 26, 36, 53, 55, 56",
34,1.1-1.5,13.67 (16,1.17,,,,"8,23,30,32,37,42,78,94","6, 18,46,64,87,99, 100",11
35,1.51-2,13.67 (16),1.7,"7.10,38,40,48,51,52,63,75","7.10,38,40,48,51,52,63,75","24, 33, 47, 66, 86, 107","24, 33, 47, 66, 86, 107",,74
36,2.1-3,10.26(12),2.43,,,,"12, 19,20,41,44,45,76, 77,98,104,115,116",,
37,3.1-7.5,9.4011,4.75,"2729, 72","2729, 72","21,22,58,79","21,22,58,79",,"31,71,73"
38,n.d.,21.37 (25),,,,,,,
39,Zinc (mg),,,,,,,,
40,00.5,25.64 (30),0.24,,"13.18.35,38,40,43.46.49.50.87-89.95.96,100",,"2.14,17.25,3442,54,80.106,113.114","6,26","16,85"
41,0.51-1,26.50 (31),0.71,"7,9,39,57,63,64,84,99","7,9,39,57,63,64,84,99",,"12,19,20,23,30,32,37,44,45,47,76-79,81,86,94,98,104,115,116","36, 56",
42,1.1-1.5,11.97 (14,1.2,"10,27,51","10,27,51","21,22,24,33,107","21,22,24,33,107","15,53.55.83","11,74"
43,1.51-2,6.84 (8),2.39,"28.29,75.97","28.29,75.97",41.58.66.82,41.58.66.82,,
44,2.13,5.98 (7),2.39,"1,48,72","1,48,72",8,,,"31,71,73"
