,0,1,2
0,768,Pumpkin leaf relish with oil,la sauce aux feuilles de citrouille avec de l'huile
1,770,Spinach relish with groundnut and oil,la sauce aux epinard a l'huile de arachide
2,752,Spinach relish without oil,la sauce aux epinard sans de I'huile
3,753,Spinach relish with oil,la sauce aux epinard avec de l'huile
4,771,Spinach relish with sesame seeds,la sauce aux epinard avec les grains de sesame
5,785,Tomato Relish,la sauce de tomate
6,GM1,Miscellaneous,Misc.
7,451,"Beer, commercial",le biere commercial
8,452,"Beer, local, grain",le biere local
9,453,"Beer,local, non-specific",le biere local pas specifie
10,454,"Black currant syrup, ribena",le sirop de cassis-RIBENA
11,455,"Candy, chocolate",le bonbon.Le chocolat
12,458,"Carbonated drink, non-alcohol",le boisson gazeuses sans alcohol
13,471,"Chilli powder, red",le chilli
14,481,Chilli sauce,la sauce aux piments
15,160,"Coconut immature, meat and water","la noix de coco immature,l'eau et.."
16,459,Cod liver oil,I'huile de morue
17,472,"Coffee, instant",le cafe instante
18,460,Cricket or locust,le grillon
19,476,"Fruit flavored drink, concentrated",la boisson aux fruits
20,477,Garlic fresh AP,I'ail frais
21,490,Ginger, le gingeemore
22,461,Honey,le mile
23,491,Ice sherbet,ice sorbet
24,462,Orange drink concentrated,le jus d'orange concentre
25,463,"Salt, iodized",le sel iode
26,488,"Salt, local",le sel local
27,464,"Salt, non-iodized",le sel sans I'iode
28,474,Soy sauce,le sauce de soja
29,475,"Soybean milk,dried",le lait de soja sec
30,465,Sugar,le sucre
31,466,Sugarcane,le canne a sucre
32,467,Sugarcane juice,le jus de canne a sucre
33,468,Tea leaves,les feuilles de the
34,469,Termite,le termite
35,489,Tomato juice,le jus de tomate
36,470,Tomato ketchup,le ketchup
37,478,Tomato paste,la puree de tomate
38,480,Vinegar,le vinaigre
