,0,1,2,3,4,5,6,7,8,9,10,11
0,,Minerals,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,401,"Amaranth, leaves, raw",96.9,50.0,55.0,380.9,6.6,2.3,0.0,0.6,0.2,0.9
3,424,"Bean, cluster",14.0,59.0,20.0,136.0,2.0,0.8,0.0,0.6,0.1,0.3
4,425,"Bean, french",46.0,39.0,25.0,299.0,3.0,1.3,0.0,0.4,0.1,0.3
5,431,"Cabbage, chinese, raw",74.0,41.0,15.0,202.0,16.0,1.1,0.0,0.2,0.1,0.3
6,402,"Cabbage, cooked",20.0,9.0,5.0,61.0,5.0,0.1,0.0,0.1,0.0,0.1
7,403,"Cabbage, raw, green, white",40.0,26.0,12.0,170.0,18.0,0.5,0.0,0.2,0.0,0.2
8,430,"Carrot, juice",31.0,30.0,13.0,227.0,66.0,0.6,0.0,0.3,0.1,0.8
9,404,"Carrots, raw",33.0,35.0,12.0,320.0,69.0,0.3,0.0,0.2,0.0,0.1
10,409,Cassava leaf,211.0,72.0,62.0,550.0,11.0,3.1,0.0,0.4,0.2,0.1
11,405,"Cauliflower, cooked without salt",23.0,11.0,7.0,121.0,9.0,0.3,0.0,0.1,0.0,0.1
12,406,"Cauliflower, raw",22.0,44.0,15.0,303.0,30.0,0.4,0.0,0.3,0.0,0.2
13,427,"Chili, green",12.0,27.0,11.0,150.0,12.0,0.6,0.0,0.2,0.1,0.1
14,410,Cowpea leaf,49.7,72.0,62.0,248.0,5.7,0.8,0.0,1.4,0.2,0.1
15,407,"Cucumber, with peel, raw",16.0,21.0,13.0,147.0,2.0,0.3,0.0,0.2,0.0,0.1
16,408,"Egg plant, raw",9.0,25.0,14.0,230.0,2.0,0.4,0.0,0.1,0.1,0.3
17,411,"Green medium, leaf",74.0,41.0,15.0,202.0,16.0,1.1,0.0,0.2,0.1,0.3
18,429,Green pepper (capsicum),10.0,23.0,10.0,131.0,10.0,0.5,0.0,0.2,0.0,0.1
