,0,1,2
0,353,"Potato, Englishcooked",Viazi viringo vilivyopikwa
1,357,"Sguash,summer.fresh-AP",Mung'unya na maganda
2,366,"Squash, summer, fresh,-EP",Mung'unya bila maganda
3,369,"Sweet potato, red-orange",Viazi vitamu ya nyekundi -njano
4,361,"Sweet potato, fresh -EP",Viazi vitamu bila maganda
5,360,"Sweet, potato, fresh -- AP",Viazi vitamu na maganda
6,356,"Taro,raw",Magimbi ya kupikwa
7,368,Yam,Viazi vikuu
8,,"Roots,Tubers and Banana-based",
9,B2,local dishes,"Asili ya Mizizi,Viazi na Ndizi"
10,974,"Banana porridge, plain",Mtori -- wa kawaida
11,975,Banana porridge with meat,Mtori -- wa nyamai
12,976,Banana porridge with fish,Mtori --wa samaki
13,977,"Banana Porridge with meat,spinach", Mtori wenye nyama na spinachi
14,954,Banana with cashew nut,Ndizi za kupika zenye korosho
15,955,Banana with coconut milk,Ndizi za kupika zenye tui la nazi
16,968,Banana with kidney beans,Ndizi za kupika zenye maharage
17,953,Banana with meat,Ndizi za kupika zenye nyama
18,952,Banana with meat and coconut milk,Ndizi za kupika zenye nyama na tui la nazi
19,973,"Banana with meat,oil,vegetable","Ndizi ya kupika yenye nyama,mafuta,mboga"
20,951,Banana with oil (without meat,Ndizi ya kupika yenye mafuta (bila nyama)
21,969,"Banana, boiled",Ndizi ya kuchemsha
22,964,"Banana,fried",Ndizi ya kukaanga
23,971,"Banana, roast",Ndizi ya kuchoma
24,541,Cassava porridge with sugar,Uji wa mihogo wenye sukari
25,526,Cassava stiff porridge,Ugali wa mihogo
26,956,Cassava with coconut milk,Mihogo yenye tui la nazi
27,965,"Cassava,boiled",Mihogo ya kuchemsha
28,957,"Cassava, fried", Mihogo ya kukaanga
29,978,Kachori (spicy potato balls),Kachori
30,960,Potato chips,Chipsi
31,959,Potato relish with beef,Mchuzi wa viazi vyenye nyama
32,972,Potato relish with coconut milk,Mchuzi wa viazi vyenye tui la nazi
33,958,Potato relish with oil,Mchuzi wa viazi vyenye mafuta
34,961,"Potato,boiled",Viazi vya kuchemsha
35,963,Roots and tubers mixed (futari),Futari
36,967,"Sweet potato,boiled",Viazi vitamu vya kuchemsha
37,966,"Sweet potato, fried",Viazi vitamu vya kukaanga
38,070,Taro.cooked.without salt,Magimbi va kuchemsha bila chumvi
