,0,1,2
0,117,Passion fruit,la fruit de la Passion
1,127,Peach,la peche
2,118,Pear,la poivre
3,120,Pineapple juice,le jus'annanas
4,119,"Pineapple, raw, all variety",l'annanas
5,121,"Plums, raw",la prune
6,128,Raspberry,la framboise
7,132,"Soursop, raw",le corossol
8,122,Tamarind,le tamarin
9,123,"Tamarind, fruit, fresh","le fruit de tamarin, frais"
10,124,Tangerine,la manderine
11,125,"Watermelon, raw",la pasteque
12,F2,Fruit-based local dishes,les jus de fruits
13,603,Apple juice,le jus de pomme
14,604,Avocado juice,le jus de avoact
15,601,Grape Juice,le jus de raisin
16,610,Mixed fruit jam,la confiture des fruits assortis
17,602,Mixed fruit Juice,le jus des fruits assortis
18,607,Papaya Juice,le jus de papaya
19,126,Passion Juice,le jus de fruit de la Passion
20,606,Water melon juice,le jus de pasteque
21,F3,Vegetables,Les Legumes
22,421,African egg plant,la tomate amer
23,401,"Amaranth, raw",l'amarante cru
24,424,"Bean,cluster",les haricots
25,425,BeanFrench,les haricots-vert
26,431,"Cabbage, Chinese, raw",le chou chinois cru
27,402,"Cabbage, cooked",le chou cuit
28,403,"Cabbage,green or white, raw",le chou blanc
29,430,Carrot juice,le jus de carotte
30,404,"Carrot, raw",la carotte crue
31,409,Cassava leaf,les feuille de manioc
32,405,"Cauliflower,cooked without salt", le chou-fleur
33,406,"Cauliflower, raw",lew chou-fleur cru
34,427,"Chilli, green",le pimet
35,410,Cowpea leaf,les feuille de dolic
36,407,"Cucumber,with peel,raw",le concombre
37,408,Eggplant,l'aubergene
38,411,"Green,medium leaf",les petites feuilles
39,429,Green pepper (capsicum),le poivron
