,0,1,2
0,Country/Region,ISO/IFRI,Numerical rationale (25-28)
1,Indonesia,ID,no information available
2,Malaysia,MY,alphabetically arranged according to English
3,,,name
4,Philippines,PH,alphabetically arranged according to English
5,,,name
6,Singapore,SG,no food code available
7,Thailand,TH,alphabetically arranged according to Thai
8,,,name (a table of English name with alpha
9,,,numeric food code is available as an index)
10,Vietnam,VN,no information available
11,ASEANFOODS,AA,alphabetically arranged according to English
12,,,name
