,0,1,2
0,F4,Vegetable-basedlocaldishes,Derivados de Vegetais
1,755,Cabbage relish with oil,Caril de repolho com oleo
2,754,"Cabbage, onion salad","Repolho,salada de cebola"
3,757,Cassava leaf relish with coconut milk,Caril de folhas de mandioca com coco
4,759,Cow pea leaf relish with coconut milk,Caril de folhas de Feijao Nhemba com coco
5,779,Cow pea leaf relish with groundnuts,Caril de Feiiao Nhemba com Amendoim
6,784,Egg plant relish,Caril de Beringela
7,763,"Green leaf,medium, relish with coconut milk","Folhas verdes, media, caril de coco"
8,762,"Green leaf, medium, relish with groundnuts","Folhas verdes, media, caril de amendoim"
9,761,"Grenn leaf.medium, relish without oil","Folhas verdes, media, caril sem oleo"
10,760,"Green leaf,medium, relish with oil","Folhas verdes,media,caril com oleo"
11,766,Green pea relish without oil,Caril de ervilha verde sem oleo
12,782,Green pea with coconut milk,Ervilha verde com coco
13,767,Green pea relish with oil,Caril de ervilha verde com oleo
14,778,Green pea relish with oil and coconut milk,Caril de ervilha verde com oleo e coco
15,786,Hare lettuce with oil,Launea cornuta--com oleo
16,783,Okra relish without oil,Caril de quiabo sem oleo
17,775,Okra relish with oil,Caril de quiabo com oleo
18,765,Okra relish with coconut milk,Caril de quiabo com coco
19,781,"Okra, fried","Quiabo, frito"
20,780,Potato leaf relish with coconut milk,Caril de folhas de bataat com coco
21,777,Potato leaf relish with milk,Caril de folhas de batata com leite
22,764,Potato leaf relish with oil,Caril de folhas de bataata com oleo
23,772, Potato samosa,Cahmossa de Batata(enrolada)
24,769,Pumpkin leaf relish without oil,Caril de flas de abobora sem oleo
25,768,Pumpkin leaf relish with oil,Caril de flas de abobora com oleo
26,770,Spinach relish with groundnut and oi,Caril de espinafre com amendoim e oleo
27,752,Spinach relish without oil,Caril de espinafre sem oleo
28,753,Spinach relish with oil,Caril de espinafre com oleo
29,771,Spinach relish with sesame seeds,Caril de espinafre com sementes de gergelim
30,785,Tomato relish,Caril de tomate
31,GM1,Miscellaneous,Miscelanea/Diversos
32,451,"Beer, commercial","Cerveja, commercial"
33,452,"Beer, local, grain","Cerveja, local, grao"
34,453,"Beer, local, non-specific","Cerveia,Local,nao-especifica"
35,454,"Black currant syrup, ribena","Xarope de groselha preta,(RIBENA) ----"
36,455,"Candy, chocolate","Caramelo, Chocolate"
37,458,"Carbonated drink, non-alcohol","Bebida Carbonada, Nao-alcolica"
38,471,"Chilli powder, red",Piripiri em poVermeho
39,481,Chilli sauce,Molho de Piripiri
