,0,1,2
0,C1,Pulses.Nuts and Seeds,"Jamii ya maharage,njugu na mbegu"
1,179,Almonds,Lozi
2,151,"Bambara groundnut, fresh",Njugu mawe mbichi
3,154,"Bean,kidney,green, cooked",Maharage mabichi yaliyopikwa
4,170,"Bean,kidney,mature seeds, raw",Maharage mabichi yasiyopikwa
5,153,"Bean, kidney, mature, boiled withut salt",Maharage makavu yaliyopikwa
6,155,"Bean,mung, dry",Choroko kavu
7,156,"Bean, mung, raw",Choroko mbichi
8,157,Cashewnut,Korosho
9,158,Chickpea,Dengu
10,159,Chickpea flour (besan),Unga wa dengu
11,162,"Cowpea,green,uncooked",Kunde changa mbichi zisizopikwa
12,163,"Cowpea, uncooked",Kunde kavu zisizopikwa
13,164,Groundnuts,Karanga
14,173,Hyacinth beans (dried),Fiwi kavu
15,174,"Hyacinth beans,immature,raw",Fiwi mchanga mbichi
16,176,"Hyacinth beans,immature, boiled without salt",Fiwi changa zilizopikwa
17,180,"Lentils, whole",Adesi
18,177,"Lentis, cooked",Adesi zilizopikwa
19,175,Palm seed,Mbegu za mawese
20,178,"Peanut butter,smooth",Siagi ya karanga
21,165,"Pigeon peas, cooked",Mbaazi uliyopikwa
22,166,"Pigeon peas, green",Mbaazi mchanga mbichi
23,171,"Pigeon peas, raw",Mbaazi kavu hazijapikwai
24,172,Pumpkin seed,Mbegu za boga
25,167,Sesame seed,Ufuta
26,168,"Soybean, yellow",Maharage ya soya ya njano
27,169,Sunflower seeds,Mbegu za alizeti
28,C2,"Pulses,nuts,seeds-based local dishes","Asili ya kunde,ndugu na mbegu"
29,663,Bambara ground nut relish with coconut milk,Mchuzi wa njugu mawe wenye tui la nazi
30,32,Bhajia (chickpea flour fritters),Bhajia
31,664,Chick pea relish with coconut milk,Mchuzi wa dengu wenve tui la naz
32,653,Cow pea (dry relish without oil,Mchuzi wa kunde bila mafuta
33,654,Cow pea (dry) relish with oil,Mchuzi wa kunde wenye mafuta
34,651,Cow pea (fresh) relish without oil,Mchuzi wa kunde mbichi bila mafuta
35,652,Cow pea relish with coconut milk,Mchuzi wa kunde wenye tui la nazi
36,657,Kidney bean relish without oil,Mchuzi wa maharage bila mafuta
37,656,Kidney bean relish with oil,Mchuzi wa maharage wenye mafuta
38,655,Kidney bean relish with coconut milk,Mchuzi wa maharage wenye tui la nazi
39,662,Mung bean (dry) relish with cocount milk,Mchuzi wa chorok wenye mafuta
40,658,"Mung bean (dry, boiled)",Choroko zilizopikwa
41,659,"Pigeon pea (fresh,cooked)",Mbaazi mbichi zilizopikwa
42,660,Pigeon pea relish with coconut milk,Mchuzi wa mbaazi wenye tui la nazi
43,661,Pigeon peas relish with oil,Mchuzi wa mbaazi wenve mafuta
