,0,1,2,3,4,5,6,7,8
0,,Macronutrients continued,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC
1,,,g,g,g,mg,g,g,mg
2,177,"Lentil, cooked",0.1,0.1,0.2,0.0,7.9,0.7,358
3,180,"Lenti, whole",0.3,0.3,0.5,0.0,21.2,1.9,959
4,175,Palm seed,16.3,2.4,0.3,0.0,1.7,2.1,8.0
5,164,Groundnuts,6.8,24.4,15.6,0.0,8.5,3.8,1760.0
6,178,"Peanut butter, smooth",7.4,16.2,10.3,0.0,5.2,7.8,1600.0
7,165,"Pigeon peas, cooked",0.1,0.0,0.2,0.0,5.4,0.7,398.0
8,166,"Pigeon peas, green",0.0,0.0,0.2,0.0,9.7,8.4,49.0
9,171,"Pigeon peas, raw",0.3,0.0,0.8,0.0,15.0,2.0,1154.0
10,172,Pumpkin seed,5.7,15.3,17.8,0.0,7.5,0.5,3818.0
11,167,Sesame seed,7.0,18.8,21.8,0.0,16.9,0.7,4710.0
12,168,"Soybean, yellow",3.0,4.5,11.3,0.0,9.3,4.3,1473.0
13,169,Sunflower seed,7.7,20.7,24.0,0.0,10.1,0.7,5160.0
