,0,1,2,3
0,,Number of meat,Number of,
1,,and meat alternative,vegetable,Number of grain
2,Composite dish,servings,servings,servings
3,Keleng kelengd,0.7,0.3,0
4,Meat stewd,4.2,0.2,0
5,Kpem (cassava leaves),0.3,0.3,0
6,Sangab,0,0.2,1.7
7,Huckleberry soup and pumpkin,0,0.3,0
8,leavesb,,,
9,Fish stewd,1.6,0.2,0
10,Okra pod soupb,0.6,0.5,0
11,Okra leaves soup,0.5,0.2,0
12,Beans stewd,0.1,0.2,0
13,Koki cornb,0,0,0.9
14,Ndolec,1.4,0.2,0
15,Dried fish and groundnut soupd,1.0,0.1,0
16,Corn flour and groundnuts,0.8,0,0.7
17,puddingb,,,
18,Steamed snailsb,3.0,0.1,0
19,Cassava Fufuc,0,0,2.0
20,Cassava puddingb,0.7,0.3,0
21,Egusi (melon seeds) puddingb,0.5,0.5,0
22,Pap (hot cereal)b,0,0,0.4
23,Snail stewb,1.5,0.1,0
24,Tomato stewd,0.7,0.2,0
25,Steamed fishb,0.4,0.3,0
26,Fufu cornc,1.6,0.3,0
27,Groundnut puddingb,3.2,0,0
28,Huckleberry sauce,0.6,0.6,0
29,"Okok (eru, cooked with",0,0.2,0
30,ground nuts,,,
31,Chicken stew,2.4,0.5,0
32,Erud,0.4,0.3,0
33,Groundnut soupa,1.2,0.1,0
34,Okra pod soup,1.3,0.3,0
35,Yellow soupc,0,0.1,0
36,Koki beansd,0,0.2,0.4
37,Plantain porridgec,0.2,0.1,0
38,Pumpkin leaves and,0.7,0.2,0
39,huckleberry sauced,,,
40,Green vegetable saucec,0.7,0.6,0
