,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,Ppaaaas,,,,,,,*HLN
1,Isoleucin,229,307,1048,622,760,762,989,809,913,131,
2,Leucine,501,691,2017,1139,1434,1493,1665,1485,1050,267,
3,Lysine,234,276,2118,1251,1577,1598,1612,1405,620,225,
4,Methionine,206,220,147,563,630,676,794,643,455,69,
5,Cysteine,140,218,216,144,125,145,203,164,382,21,
6,Phenylalanine,345,475,1431,625,828,820,857,758,1233,136,
7,Tyrosine,244,270,836,469,543,609,732,670,334,140,
8,Threonine,222,300,1032,683,867,897,977,835,442,124,
9,Tryptophan,50,124,257,234,313,296,294,233,220,33,
10,Valine,368,450,1366,762,984,942,1164,975,912,187,
11,Arginine,476,440,2265,990,1240,1275,1322,1184,644,105,
12,Histidine,149,229,633,324,544,483,808,518,198,77,
13,Alanine,568,556,1917,1632,2185,2220,2018,1771,1295,157,
14,Aspartic acid,574,505,3228,1339,1853,1902,2058,1691,1577,211,
15,Glutamic acid,1301,3537,5481,2581,3456,3491,3826,3408,2024,713,
16,Glycine,287,412,1150,1137,1356,1415,1068,1017,602,62,
17,Proline,265,1065,1075,751,986,894,905,836,505,264,
18,Serine,321,505,1515,629,802,810,924,818,1103,161,
