,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Amino Acids,TRP,THR,ILE,LEU,LYS,MET,CYS,PHE,TYR,VAL,ARG,HIS
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,463,"Salt, iodized",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,464,"Salt, non-iodized",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,474,Soy sauce,181.0,407.0,487.0,735.0,731.0,167.0,107.0,534.0,342.0,524.0,405.0,215.0
5,475,"Soybean milk, dried",630.0,1650.0,2000.0,3070.0,2660.0,515.0,560.0,1965.0,1350.0,2040.0,2690.0,1175.0
6,465,Sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,466,Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,467, Sugarcane juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,468,Tea leaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,469,Termite,157.0,777.0,717.0,1317.0,1494.0,478.0,198.0,657.0,566.0,789.0,1160.0,566.0
11,489,Tomato juice,5.0,17.0,15.0,21.0,22.0,4.0,2.0,16.0,12.0,15.0,15.0,12.0
12,470,Tomato ketchup,7.0,24.0,23.0,36.0,36.0,8.0,13.0,25.0,17.0,25.0,24.0,15.0
13,478,Tomato paste,18.0,63.0,60.0,93.0,93.0,21.0,33.0,66.0,45.0,66.0,63.0,39.0
14,480,"Vinegar, wine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
