,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Amino acids,TRP,THR,ILE,LEU,LYS,MET,CYS,PHE,TYR,VAL,ARG,HIS
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,868,Fish broth with oil,18.0,68.0,72.0,125.0,142.0,45.0,19.0,62.0,53.0,80.0,102.0,46.0
3,870,Green pea broth without oil,7.0,40.0,39.0,64.0,63.0,16.0,6.0,40.0,22.0,46.0,85.0,21.0
4,880,Green pea broth with coconut milk,7.2,33.9,33.4,56.2,51.2,14.1,8.0,35.6,20.7,41.7,84.0,18.4
5,871,Green pea broth with oil,7.0,40.0,108.0,194.0,155.0,40.0,35.0,132.0,73.0,135.0,231.0,66.0
6,882,Ground beef relish broth,23.0,80.0,7.0,13.0,9.0,3.0,2.0,9.0,5.0,10.0,8.0,4.0
7,873,Kidney bean broth without oil,30.0,101.0,84.0,150.0,130.0,28.0,22.0,102.0,54.0,98.0,125.0,53.0
8,872,Kidney bean broth with coconut milk,23.0,80.0,84.0,150.0,130.0,28.0,22.0,102.0,54.0,98.0,125.0,53.0
9,874,Kidney bean broth with oil,20.4,79.0,81.3,142.5,150.0,46.0,20.7,70.8,60.8,87.9,114.5,61.7
10,883,Liver relish broth,25.0,100.0,112.5,225.0,187.5,62.5,37.5,125.0,87.5,137.5,137.5,62.5
11,878,Pumpkin leaf broth without oil,2.0,7.0,272.0,480.0,542.0,175.0,63.0,231.0,199.0,304.0,354.0,174.0
12,877,Pumpkin leaf broth with oil,2.0,7.0,7.0,13.0,9.0,3.0,2.0,9.0,5.0,10.0,8.0,4.0
13,879,Small dried fish broth with oil,66.0,259.0,479.0,875.0,713.0,264.0,172.0,500.0,376.0,530.0,640.0,348.0
14,851,Spinach broth without oil,5.0,16.0,19.0,28.0,24.0,7.0,6.0,17.0,14.0,20.0,28.0,9.0
15,852,Spinach broth with oil,5.0,16.0,172.0,300.0,316.0,97.0,44.0,149.0,128.0,185.0,247.0,130.0
